,P_NAME,P_RADIUS,P_DENSITY,P_ESCAPE,P_TEMP_SURF
4814,TOI-178 c,1.67029,1.0237578,1.6900147,901.81999
4816,TOI-178 e,2.20837,0.35825753,1.3218114,619.92598
4817,TOI-178 f,2.28684,0.6455239,1.8373502,538.1619
4820,TOI-1807 b,1.25552,1.2991813,1.4310622,2169.9149
4823,TOI-1860 b,1.31157,1.00581,1.3153746,1907.2413
4828,TOI-2048 b,2.06264,0.55775384,1.5404398,707.35161
4829,TOI-206 b,1.30036,1.0190382,1.3126799,944.84748
4833,TOI-2081 b,2.04022,0.56885914,1.5387901,485.69295
4835,TOI-2136 b,2.18595,0.60977442,1.7069658,406.94273
4848,TOI-2257 b,2.19716,0.51239303,1.572763,253.72712
4849,TOI-2260 b,1.62545,0.75486881,1.4122428,2605.1627
4852,TOI-237 b,1.43488,0.90262502,1.3632304,394.31521
4854,TOI-2411 b,1.6815,0.72866521,1.4353602,1452.2436
4856,TOI-2427 b,1.80481,0.66497114,1.4717461,1177.0503
4857,TOI-2445 b,1.25552,1.0599007,1.2925764,1083.6293
4865,TOI-270 b,1.21068,0.89014435,1.1422459,600.57606
4866,TOI-270 c,2.3541,0.47140958,1.616308,504.77011
4867,TOI-270 d,2.1299,0.49472328,1.4980986,399.92197
4877,TOI-411 b,1.71513,0.71183521,1.4470608,1410.818
4882,TOI-431 b,1.27794,1.4710854,1.5499918,1955.1564
4883,TOI-431 c,1.49093,0.85351351,1.3774075,911.42104
4887,TOI-451 b,1.9057,0.62455036,1.5060461,1534.0076
4891,TOI-500 b,1.16584,0.89656715,1.1039016,1763.0796
4892,TOI-500 c,2.09627,0.54617449,1.5492194,768.97047
4902,TOI-540 b,0.90801,0.90002821,0.86142742,630.96823
4903,TOI-544 b,2.02901,0.5707302,1.5328498,1081.7673
4907,TOI-561 b,1.42367,0.5507242,1.0565168,2381.4666
4911,TOI-561 f,2.32047,0.24012439,1.1370881,713.89883
4918,TOI-700 b,1.04253,0.97612563,1.03001,431.26875
4920,TOI-700 d,1.14342,1.052398,1.172994,277.58249
4921,TOI-712 b,2.05143,0.56326592,1.5396196,658.81731
4923,TOI-712 d,2.47741,0.43895277,1.6413711,324.16588
4924,TOI-763 b,2.27563,0.83068797,2.0740566,1074.8594
4926,TOI-776 b,1.84965,0.6323379,1.4708357,529.96732
4927,TOI-776 c,2.0178,0.64528838,1.6208956,427.98374
4930,TOI-833 b,1.26673,1.0601558,1.3042742,1160.7072
4940,TRAPPIST-1 b,1.121,0.97467329,1.1067133,410.78705
4941,TRAPPIST-1 c,1.09858,0.98763007,1.0917642,351.06782
4942,TRAPPIST-1 d,0.7847,0.80249258,0.70294957,295.70502
4943,TRAPPIST-1 e,0.91922,0.89205217,0.86818963,258.02219
4944,TRAPPIST-1 f,1.04253,0.91722149,0.99844851,224.92824
4945,TRAPPIST-1 g,1.13221,0.91097095,1.0806356,203.91939
4946,TRAPPIST-1 h,0.75107,0.77265947,0.66019842,177.38202
4956,Teegarden's Star b,1.02011,0.98801851,1.0139804,297.86567
4957,Teegarden's Star c,1.04253,0.97893059,1.0314888,224.65643
5095,WASP-47 e,1.80481,1.1515354,1.9367347,2265.6786
5160,Wolf 1061 b,1.21068,1.076412,1.2560838,471.61831
5161,Wolf 1061 c,1.65908,0.74677521,1.4337132,306.33472
5162,Wolf 1061 d,2.6904,0.39545312,1.6918598,130.67525
5163,Wolf 503 b,2.04022,0.73727139,1.7518249,807.27481
5174,YZ Cet b,0.90801,0.93399154,0.87753026,486.96401
5175,YZ Cet c,1.04253,1.0069802,1.0461622,424.02976
5176,YZ Cet d,1.03132,0.99381593,1.0281262,368.62853
5204,pi Men c,2.06264,0.41360707,1.326531,1203.6466
5210,tau Cet e,1.80481,0.66875553,1.475928,328.42972
5211,tau Cet f,1.80481,0.66875553,1.475928,208.66189
5212,tau Cet g,1.17705,1.0738881,1.2197601,661.75475
5213,tau Cet h,1.18826,1.0911393,1.2412281,488.04629
