,P_NAME,P_RADIUS,P_DENSITY,P_ESCAPE,P_TEMP_SURF
3123,Kepler-1955 b,1.16584,1.0650496,1.2031613,960.23557
3124,Kepler-1956 b,1.08737,1.0283796,1.1026916,664.45645
3125,Kepler-1957 b,0.94164,0.94403727,0.91491231,1177.2945
3126,Kepler-1958 b,2.05143,0.56326592,1.5396196,982.8423
3127,Kepler-1959 b,1.14342,1.0502719,1.1718085,881.71481
3128,Kepler-196 b,1.9057,0.61536579,1.4949312,617.70509
3129,Kepler-196 c,2.242,0.50200187,1.5885039,468.39807
3131,Kepler-1960 b,1.31157,1.0029926,1.313531,1787.389
3132,Kepler-1961 b,1.61424,0.77070471,1.4171379,1012.2366
3133,Kepler-1962 b,1.21068,1.0996954,1.2695961,958.49497
3134,Kepler-1963 b,0.73986,0.83185834,0.6747987,1435.8616
3135,Kepler-1964 b,1.78239,0.67354279,1.4628013,1115.046
3136,Kepler-1965 b,1.35641,0.96281091,1.3309492,574.13287
3137,Kepler-1966 b,1.10979,1.0161344,1.1187071,751.55099
3138,Kepler-1967 b,0.72865,0.81333684,0.65713438,765.73245
3139,Kepler-1968 b,1.50214,0.84298649,1.3791793,750.18107
3140,Kepler-1969 b,1.6815,0.72866521,1.4353602,968.19122
3141,Kepler-197 b,1.02011,0.98203052,1.010903,1334.7018
3142,Kepler-197 c,1.2331,2.8816829,2.0932514,1089.3701
3143,Kepler-197 d,1.22189,1.0871273,1.2740085,947.70417
3144,Kepler-197 e,0.90801,0.9255007,0.87353238,799.77606
3145,Kepler-1972 b,0.80712,3.8444564,1.5825432,1233.3503
3146,Kepler-1972 c,0.86317,3.281491,1.5636226,1056.0759
3148,Kepler-198 c,2.4662,0.44496574,1.6450973,530.97104
3149,Kepler-198 d,1.52456,0.83414498,1.3924041,1785.6773
3152,Kepler-20 b,1.87207,1.4784629,2.2762885,1215.9222
3158,Kepler-200 b,2.1299,0.53616952,1.5595894,1021.9408
3159,Kepler-200 c,1.59182,0.78245529,1.4080683,963.495
3160,Kepler-201 b,2.45499,0.44679295,1.6409785,840.33354
3162,Kepler-202 b,1.62545,0.76967016,1.4260211,939.43008
3163,Kepler-202 c,1.84965,0.64288524,1.4830517,592.83181
3165,Kepler-203 c,2.4662,50.005673,17.439657,1229.7188
3166,Kepler-203 d,1.43488,11.511428,4.8683319,960.44106
3168,Kepler-204 c,1.7936,0.6665009,1.4642862,703.79742
3169,Kepler-205 b,1.51335,0.83356197,1.3816827,927.67474
3170,Kepler-205 c,1.63666,0.76121274,1.427945,475.10632
3171,Kepler-206 b,1.19947,1.0829323,1.2482169,1081.2433
3172,Kepler-206 c,1.77118,0.68069258,1.461296,906.37774
3173,Kepler-206 d,1.18826,1.0797733,1.2347464,747.95749
3174,Kepler-207 b,1.5694,0.79920368,1.4030152,2297.5857
3175,Kepler-207 c,1.50214,0.84298649,1.3791793,1865.2815
3177,Kepler-208 b,1.62545,0.76967016,1.4260211,1479.1896
3178,Kepler-208 c,1.39004,0.93484014,1.3439898,1222.9457
3179,Kepler-208 d,1.19947,1.0829323,1.2482169,1071.0312
3180,Kepler-208 e,1.47972,0.86226826,1.3740443,946.09284
3181,Kepler-209 b,2.26442,0.49271265,1.5894755,764.78754
3183,Kepler-21 b,1.63666,1.1584933,1.7615916,2100.9199
3186,Kepler-211 b,1.25552,1.0743539,1.3013596,1035.3808
3187,Kepler-211 c,1.28915,8.604186,3.7814499,911.01363
3188,Kepler-212 b,1.08737,1.0283796,1.1026916,983.5465
3190,Kepler-213 b,1.62545,0.75486881,1.4122428,1589.7157
3191,Kepler-213 c,2.34289,0.47203024,1.6096699,1263.3779
3193,Kepler-214 c,2.1299,0.53616952,1.5595894,876.63712
3194,Kepler-215 b,1.62545,0.75486881,1.4122428,928.07073
3195,Kepler-215 c,1.77118,0.68069258,1.461296,800.16859
3196,Kepler-215 d,2.38773,1.7276996,3.1384797,625.36685
3197,Kepler-215 e,1.74876,0.69532426,1.4582229,480.0162
3198,Kepler-216 b,2.3541,0.47019147,1.6142183,1379.295
3200,Kepler-217 b,2.23079,0.5038819,1.5835182,1741.8632
3201,Kepler-217 c,1.84965,0.64288524,1.4830517,1488.5921
3202,Kepler-217 d,1.32278,0.9941865,1.3189294,1976.1733
3203,Kepler-218 b,1.47972,0.86226826,1.3740443,1348.4716
3210,Kepler-220 b,0.80712,0.87044296,0.75302305,909.05844
3211,Kepler-220 c,1.5694,0.79920368,1.4030152,707.23529
3212,Kepler-220 d,0.97527,0.97305166,0.96203931,482.92192
3213,Kepler-220 e,1.33399,0.98138272,1.321514,410.12524
3214,Kepler-221 b,1.71513,0.70553579,1.4406436,1185.4135
3225,Kepler-224 b,1.39004,0.93484014,1.3439898,1097.9408
3227,Kepler-224 d,2.29805,0.48710959,1.6038835,717.4237
3228,Kepler-224 e,1.97296,0.59179781,1.5177665,607.79885
3229,Kepler-225 b,1.19947,1.0829323,1.2482169,685.29365
3230,Kepler-225 c,1.83844,0.64960221,1.4817441,486.75367
3231,Kepler-226 b,1.54698,6.5245663,3.9514867,1156.5696
3232,Kepler-226 c,2.27563,3.8297952,4.4533766,1041.1342
3233,Kepler-226 d,1.22189,1.0871273,1.2740085,909.5235
3236,Kepler-228 b,1.52456,0.83414498,1.3924041,1573.363
3239,Kepler-229 b,2.19716,0.51538948,1.577355,847.76381
3244,Kepler-23 d,2.19716,1.6480478,2.820633,1027.0364
3246,Kepler-230 c,2.04022,0.56885914,1.5387901,377.64081
3247,Kepler-231 b,1.72634,6.8570313,4.5205825,582.57905
3248,Kepler-231 c,1.92812,3.3697957,3.5394505,469.37321
3251,Kepler-233 b,2.43257,0.45042894,1.6325951,858.47046
3255,Kepler-235 b,2.23079,0.5038819,1.5835182,793.17654
3256,Kepler-235 c,1.27794,1.0462067,1.3071313,598.43094
3257,Kepler-235 d,2.05143,0.56326592,1.5396196,436.80822
3258,Kepler-235 e,2.21958,0.50864853,1.5829956,330.58331
3259,Kepler-236 b,1.5694,0.79920368,1.4030152,556.24234
3260,Kepler-236 c,1.99538,0.5880749,1.5301779,390.33164
3261,Kepler-237 b,1.41246,0.91245657,1.3492184,977.76777
3262,Kepler-237 c,2.08506,0.55047314,1.5469869,820.52449
3263,Kepler-238 b,1.72634,0.71041315,1.4550631,1998.6248
3264,Kepler-238 c,2.38773,0.46227637,1.6234393,1402.9629
3267,Kepler-238 f,1.99538,1.680214,2.5864728,703.13933
3268,Kepler-239 b,2.33168,0.47636398,1.6093052,710.16443
3272,Kepler-24 d,1.67029,0.73661451,1.4335473,1382.5652
3274,Kepler-240 b,1.36762,0.95796624,1.3385683,971.29265
3275,Kepler-240 c,2.19716,9.6485705,6.824851,782.26673
3276,Kepler-241 b,2.33168,0.47636398,1.6093052,661.69339
3279,Kepler-242 c,1.99538,0.5880749,1.5301779,612.36093
3280,Kepler-243 b,2.45499,0.4446449,1.6370291,932.23386
3281,Kepler-243 c,1.99538,0.58007388,1.5197329,615.99409
3283,Kepler-244 c,2.05143,0.56326592,1.5396196,841.80421
3284,Kepler-244 d,2.30926,1.2388391,2.5702791,663.6005
3286,Kepler-245 c,2.17474,21.939588,10.18642,650.51884
3288,Kepler-245 e,1.74876,0.69532426,1.4582229,1145.3566
3289,Kepler-246 b,2.34289,0.47203024,1.6096699,994.76168
3290,Kepler-246 c,1.50214,0.84298649,1.3791793,735.96798
3291,Kepler-247 b,1.63666,0.76121274,1.427945,1101.149
3296,Kepler-249 b,1.08737,1.0283796,1.1026916,650.40923
3297,Kepler-249 c,1.51335,0.83356197,1.3816827,505.25047
3298,Kepler-249 d,1.5694,0.79920368,1.4030152,390.6923
3302,Kepler-250 b,1.13221,1.0379813,1.153511,1009.4855
3303,Kepler-250 c,2.27563,0.49355811,1.5987141,841.96914
3304,Kepler-250 d,2.17474,0.52531409,1.5762201,620.61013
3305,Kepler-251 b,1.33399,0.98138272,1.321514,1131.9644
3309,Kepler-252 b,1.2331,1.0882591,1.2863657,759.90049
3310,Kepler-252 c,2.15232,0.52915112,1.5656573,647.03195
3311,Kepler-253 b,1.62545,0.76967016,1.4260211,1073.5983
3315,Kepler-254 c,2.15232,0.31876573,1.2151857,826.27777
3316,Kepler-254 d,2.49983,0.43538604,1.6494826,718.14695
3317,Kepler-255 b,1.54698,0.81642929,1.3977966,1031.6929
3319,Kepler-255 d,1.32278,0.9941865,1.3189294,1868.8313
3320,Kepler-256 b,1.59182,0.78245529,1.4080683,1692.5396
3321,Kepler-256 c,2.15232,0.52915112,1.5656573,1311.0355
3322,Kepler-256 d,2.47741,0.44104302,1.6452745,1099.3367
3323,Kepler-256 e,2.3541,0.47019147,1.6142183,897.60467
3333,Kepler-26 d,1.06495,1.0262877,1.0788567,791.47721
3334,Kepler-26 e,2.41015,0.45630581,1.6280662,333.24173
3335,Kepler-260 b,2.00659,0.58220769,1.5310791,996.41461
3336,Kepler-260 c,1.73755,0.70281045,1.456654,473.58908
3337,Kepler-261 b,2.17474,0.52531409,1.5762201,739.57017
3338,Kepler-261 c,1.99538,0.5880749,1.5301779,555.4672
3339,Kepler-262 b,1.35641,0.9691787,1.3353433,807.71629
3340,Kepler-262 c,1.63666,0.76121274,1.427945,680.84606
3342,Kepler-263 c,2.4662,0.44496574,1.6450973,449.84514
3345,Kepler-265 b,1.86086,0.64120132,1.4900845,1098.4902
3347,Kepler-265 d,2.48862,0.43923405,1.6493263,593.97028
3349,Kepler-266 b,2.47741,0.44104302,1.6452745,1087.2804
3351,Kepler-267 b,1.98417,4.8417513,4.3659637,737.25862
3352,Kepler-267 c,2.1299,0.53616952,1.5595894,578.95538
3353,Kepler-267 d,2.27563,0.49086107,1.59434,361.37688
3356,Kepler-269 b,2.4662,0.44496574,1.6450973,1439.812
3357,Kepler-269 c,1.69271,0.72083715,1.4371468,1249.4768
3361,Kepler-270 b,2.00659,0.58220769,1.5310791,1052.6375
3362,Kepler-270 c,1.77118,0.68069258,1.461296,811.58585
3363,Kepler-271 b,1.2331,1.0882591,1.2863657,837.97829
3364,Kepler-271 c,0.95285,0.93315171,0.92045099,938.75479
3365,Kepler-271 d,0.66139,0.75799855,0.57582672,1052.94
3366,Kepler-272 b,1.43488,26.357942,7.3666719,1533.1298
3367,Kepler-272 c,1.7936,16.965477,7.3876896,1210.0569
3368,Kepler-272 d,2.25321,0.49732487,1.5889922,990.71793
3369,Kepler-273 b,1.50214,0.84298649,1.3791793,1229.1924
3370,Kepler-273 c,1.98417,0.5858926,1.5187556,875.10324
3371,Kepler-274 b,1.53577,0.82478636,1.3947518,1016.3892
3372,Kepler-274 c,1.83844,0.64960221,1.4817441,715.16399
3373,Kepler-275 b,2.34289,0.47203024,1.6096699,1190.1664
3388,Kepler-280 b,1.44609,0.89230613,1.3660049,1550.2285
3389,Kepler-280 c,2.00659,0.58220769,1.5310791,1171.8626
3393,Kepler-282 b,1.0089,0.98108594,0.99931326,1067.9817
3394,Kepler-282 c,1.19947,1.0829323,1.2482169,939.32912
3395,Kepler-282 d,2.45499,4.1242426,4.9856505,779.3102
3397,Kepler-283 b,2.1299,0.53616952,1.5595894,570.57639
3398,Kepler-283 c,1.81602,0.66334626,1.479077,279.79731
3399,Kepler-284 b,2.242,0.50200187,1.5885039,733.16893
3401,Kepler-285 b,1.3452,0.96880302,1.3240507,1291.4258
3402,Kepler-285 c,1.121,1.0355904,1.140774,968.56937
3403,Kepler-286 b,1.24431,1.0739582,1.2895028,1637.9055
3404,Kepler-286 c,1.36762,0.95796624,1.3385683,1313.246
3405,Kepler-286 d,1.33399,0.98138272,1.321514,1089.6971
3406,Kepler-286 e,1.77118,0.68069258,1.461296,641.52618
3407,Kepler-287 b,2.33168,0.47636398,1.6093052,699.49839
3409,Kepler-288 b,1.67029,0.73661451,1.4335473,1165.5047
3412,Kepler-289 b,2.15232,0.73316119,1.8429204,650.29598
3416,Kepler-29 c,2.34289,0.34994493,1.3859634,735.53941
3417,Kepler-290 b,2.25321,0.49732487,1.5889922,619.11935
3419,Kepler-291 b,2.16353,0.52410688,1.5662924,1382.5212
3420,Kepler-291 c,1.88328,0.62808931,1.4925387,1175.6121
3421,Kepler-292 b,1.32278,0.9941865,1.3189294,1266.7377
3422,Kepler-292 c,1.46851,0.87212996,1.3714106,1117.1576
3423,Kepler-292 d,2.23079,0.5038819,1.5835182,908.7957
3425,Kepler-292 f,2.3541,0.47019147,1.6142183,631.11887
3428,Kepler-294 b,1.77118,0.68069258,1.461296,1206.0078
3430,Kepler-295 b,1.22189,1.0871273,1.2740085,1313.4185
3431,Kepler-295 c,1.16584,1.077084,1.2099398,1096.6715
3432,Kepler-295 d,1.35641,0.9691787,1.3353433,943.12684
3433,Kepler-296 b,1.61424,0.76314878,1.410174,426.44332
3434,Kepler-296 c,1.99538,0.5880749,1.5301779,525.1169
3435,Kepler-296 d,2.08506,0.55397934,1.5519058,348.92642
3436,Kepler-296 e,1.52456,0.83414498,1.3924041,281.66411
3437,Kepler-296 f,1.80481,0.66497114,1.4717461,229.30038
3440,Kepler-298 b,1.96175,0.5977912,1.5167654,667.07663
3441,Kepler-298 c,1.92812,0.61188395,1.5082335,511.62442
3442,Kepler-298 d,2.49983,0.43538604,1.6494826,341.64164
3443,Kepler-299 b,1.32278,0.9941865,1.3189294,1402.6223
3445,Kepler-299 d,1.86086,0.64120132,1.4900845,816.63825
3446,Kepler-299 e,1.87207,0.63459581,1.4913195,598.08014
3450,Kepler-300 b,1.67029,0.73661451,1.4335473,1141.3183
3451,Kepler-300 c,2.25321,0.49732487,1.5889922,726.48513
3452,Kepler-301 b,1.3452,0.98185966,1.332943,1448.1697
3453,Kepler-301 c,1.3452,0.98185966,1.332943,1121.7475
3454,Kepler-301 d,1.74876,0.69532426,1.4582229,821.03507
3457,Kepler-303 b,0.88559,0.919793,0.84933252,1005.4607
3458,Kepler-303 c,1.14342,1.0396416,1.1658633,652.42905
3460,Kepler-304 c,2.17474,0.51913392,1.5669208,845.812
3462,Kepler-304 e,1.19947,1.0829323,1.2482169,1290.4071
3466,Kepler-305 e,1.7936,0.67200917,1.4703245,1129.1048
3467,Kepler-306 b,1.52456,0.82517568,1.3848978,982.28094
3468,Kepler-306 c,2.3541,0.47019147,1.6142183,848.56149
3469,Kepler-306 d,2.4662,0.44496574,1.6450973,634.05962
3470,Kepler-306 e,2.27563,0.49086107,1.59434,461.00729
3471,Kepler-307 b,2.43257,0.51688928,1.7488965,885.69879
3472,Kepler-307 c,2.19716,0.34309358,1.2869687,820.70125
3473,Kepler-308 b,2.11869,0.54138338,1.5589058,897.11778
3474,Kepler-308 c,2.16353,0.52410688,1.5662924,767.39358
3475,Kepler-309 b,1.55819,0.80733597,1.400063,851.22567
3480,Kepler-310 b,1.18826,1.0797733,1.2347464,752.59136
3482,Kepler-310 d,2.4662,0.46657836,1.6845759,400.4771
3483,Kepler-311 b,1.70392,0.71312807,1.4389078,1090.0868
3484,Kepler-311 c,1.43488,0.89186668,1.3550819,844.37763
3485,Kepler-312 b,1.28915,1.0325023,1.3099327,2305.6314
3489,Kepler-314 b,0.82954,0.87413762,0.77558114,1350.32
3493,Kepler-316 b,1.06495,0.99207807,1.0607234,1021.6187
3494,Kepler-316 c,1.15463,1.0757253,1.1975496,697.03843
3495,Kepler-317 b,2.08506,12.096384,7.2518088,1033.4889
3496,Kepler-317 c,1.71513,0.71183521,1.4470608,885.99582
3499,Kepler-319 b,1.62545,0.76967016,1.4260211,1147.9835
3501,Kepler-319 d,2.28684,0.48899299,1.5991423,593.20395
3505,Kepler-32 e,1.50214,0.84298649,1.3791793,752.85918
3506,Kepler-32 f,0.81833,0.86995742,0.76326873,1199.4967
3507,Kepler-320 b,1.14342,1.0396416,1.1658633,1223.9432
3508,Kepler-320 c,1.36762,0.95796624,1.3385683,946.94891
3509,Kepler-321 b,1.77118,0.68069258,1.461296,1199.5913
3510,Kepler-321 c,2.32047,0.48075752,1.6089369,863.52393
3511,Kepler-322 b,1.0089,0.98108594,0.99931326,1483.5044
3512,Kepler-322 c,1.67029,0.73661451,1.4335473,1079.408
3513,Kepler-323 b,1.43488,231.62714,21.837871,1875.6064
3514,Kepler-323 c,1.62545,18.575693,7.0056128,1463.3284
3515,Kepler-324 b,1.14342,1.0396416,1.1658633,1077.6698
3517,Kepler-324 e,2.04022,0.56511665,1.5337199,735.30679
3521,Kepler-326 b,1.52456,12.557021,5.4024137,1469.4193
3522,Kepler-326 c,1.40125,6.3534259,3.5319912,1163.9535
3523,Kepler-326 d,1.21068,3.9402768,2.4032156,1023.1722
3524,Kepler-327 b,1.10979,1.0324112,1.1276314,818.03469
3525,Kepler-327 c,1.03132,18.543504,4.4410877,642.57199
3526,Kepler-327 d,1.72634,0.71041315,1.4550631,464.35429
3527,Kepler-328 b,2.29805,2.3569819,3.5280733,790.42034
3529,Kepler-329 b,1.40125,0.92413467,1.3470486,666.12511
3530,Kepler-329 c,1.92812,0.61188395,1.5082335,489.41976
3531,Kepler-33 b,1.73755,0.70281045,1.456654,1522.9175
3532,Kepler-33 c,3.19485,0.011987976,0.34980289,1149.1581
3536,Kepler-330 b,1.3452,0.98185966,1.332943,814.5919
3537,Kepler-330 c,1.95054,0.59959169,1.5103676,655.00064
3538,Kepler-331 b,1.81602,0.66334626,1.479077,718.64439
3539,Kepler-331 c,1.83844,0.64960221,1.4817441,565.42638
3540,Kepler-331 d,1.63666,0.76121274,1.427945,459.48587
3541,Kepler-332 b,1.16584,1.077084,1.2099398,777.00122
3542,Kepler-332 c,1.08737,1.0283796,1.1026916,608.86119
3543,Kepler-332 d,1.17705,1.077786,1.2219718,472.86788
3544,Kepler-333 b,1.32278,12.221353,4.6243135,571.75648
3545,Kepler-333 c,1.10979,1.0324112,1.1276314,458.99065
3546,Kepler-334 b,1.121,1.0355904,1.140774,1203.1113
3547,Kepler-334 c,1.43488,0.89186668,1.3550819,908.40357
3548,Kepler-334 d,1.41246,0.91245657,1.3492184,724.9634
3551,Kepler-336 b,1.02011,0.98203052,1.010903,1839.5591
3552,Kepler-336 c,2.09627,0.54858966,1.5526409,1101.7341
3553,Kepler-336 d,2.36531,0.46834141,1.6187111,851.5504
3554,Kepler-337 b,1.53577,0.82478636,1.3947518,1789.017
3555,Kepler-337 c,2.05143,0.56326592,1.5396196,1244.4551
3556,Kepler-338 b,2.44378,2.0906295,3.5334638,1178.5129
3557,Kepler-338 c,2.34289,0.47203024,1.6096699,972.03532
3559,Kepler-338 e,1.55819,2.2682696,2.346755,1348.8916
3560,Kepler-339 b,1.42367,0.90208623,1.3521764,1024.5647
3561,Kepler-339 c,1.15463,4.7488831,2.5161619,914.73685
3562,Kepler-339 d,1.16584,9.2264181,3.5412413,796.52612
3566,Kepler-341 b,1.17705,1.077786,1.2219718,1263.7032
3567,Kepler-341 c,1.70392,0.71312807,1.4389078,1094.3991
3568,Kepler-341 d,1.84965,0.64288524,1.4830517,725.57954
3569,Kepler-341 e,1.99538,0.58007388,1.5197329,629.23524
3570,Kepler-342 b,2.25321,0.49732487,1.5889922,1043.7963
3571,Kepler-342 c,1.96175,0.5977912,1.5167654,868.23014
3572,Kepler-342 d,2.48862,0.43923405,1.6493263,759.12455
3573,Kepler-342 e,0.88559,0.88318432,0.83225877,2181.6592
3574,Kepler-343 b,2.41015,0.45630581,1.6280662,1098.3212
3575,Kepler-343 c,2.0178,0.57642667,1.5319696,797.28296
3578,Kepler-345 b,0.73986,1.2320921,0.82124196,842.265
3579,Kepler-345 c,1.19947,1.2744714,1.3541115,779.78586
3582,Kepler-347 b,1.97296,0.59179781,1.5177665,1056.2686
3583,Kepler-347 c,1.74876,0.69532426,1.4582229,818.92697
3584,Kepler-348 b,1.52456,0.82517568,1.3848978,1339.1028
3585,Kepler-348 c,1.33399,0.98138272,1.321514,993.75923
3586,Kepler-349 b,1.9057,13.639078,7.0379639,1123.9941
3587,Kepler-349 c,1.96175,0.5977912,1.5167654,884.35385
3589,Kepler-350 b,1.84965,0.64288524,1.4830517,1141.4425
3595,Kepler-352 b,0.86317,0.87967681,0.80957653,769.59326
3596,Kepler-352 c,1.24431,1.0739582,1.2895028,653.17524
3597,Kepler-352 d,0.80712,0.85230874,0.74513777,875.3627
3598,Kepler-353 b,0.88559,0.919793,0.84933252,643.33271
3599,Kepler-353 c,1.37883,0.9457026,1.3408741,569.85458
3600,Kepler-354 b,1.83844,0.64960221,1.4817441,820.86897
3601,Kepler-354 c,1.31157,1.00581,1.3153746,562.49906
3602,Kepler-354 d,1.24431,1.0739582,1.2895028,499.22266
3603,Kepler-355 b,1.4573,0.88214185,1.3687312,1007.9074
3605,Kepler-356 b,1.5694,0.79920368,1.4030152,1571.3875
3606,Kepler-356 c,1.80481,0.67037741,1.4777167,1106.2972
3607,Kepler-357 b,1.83844,0.64960221,1.4817441,832.33938
3613,Kepler-359 c,4.30464,0.036339294,0.82058784,491.07919
3614,Kepler-359 d,4.01318,0.041797005,0.8204672,446.11749
3615,Kepler-36 b,1.50214,1.1299207,1.5967407,1136.465
3617,Kepler-360 b,1.64787,0.75288592,1.4298403,1271.2893
3618,Kepler-360 c,2.09627,0.54858966,1.5526409,973.73345
3619,Kepler-361 b,1.44609,0.89230613,1.3660049,1277.8253
3621,Kepler-362 b,0.88559,0.88318432,0.83225877,1100.1733
3622,Kepler-362 c,1.44609,0.89230613,1.3660049,713.23976
3623,Kepler-363 b,1.15463,1.0757253,1.1975496,1620.3174
3624,Kepler-363 c,1.69271,13.695906,6.2643778,1263.0111
3625,Kepler-363 d,2.05143,0.56326592,1.5396196,1085.2476
3626,Kepler-364 b,1.54698,0.81642929,1.3977966,834.66215
3627,Kepler-364 c,2.15232,0.52915112,1.5656573,630.43951
3628,Kepler-365 b,2.04022,0.56885914,1.5387901,980.29702
3629,Kepler-365 c,1.63666,0.76121274,1.427945,829.10672
3630,Kepler-366 b,1.4573,0.88214185,1.3687312,1886.3161
3631,Kepler-366 c,1.7936,0.6665009,1.4642862,1206.4918
3632,Kepler-367 b,1.30036,1.0190382,1.3126799,449.90694
3633,Kepler-367 c,1.19947,1.0829323,1.2482169,401.01485
3636,Kepler-369 b,1.13221,1.0379813,1.153511,733.51685
3637,Kepler-369 c,1.41246,0.91245657,1.3492184,414.38764
3642,Kepler-370 b,1.59182,0.78245529,1.4080683,1242.4355
3643,Kepler-370 c,1.9057,0.62455036,1.5060461,771.62573
3644,Kepler-371 b,1.89449,0.62167993,1.4937425,740.38178
3645,Kepler-371 c,1.78239,0.67354279,1.4628013,591.83215
3646,Kepler-372 b,1.35641,0.9691787,1.3353433,1263.8342
3647,Kepler-372 c,2.08506,0.55397934,1.5519058,881.98329
3648,Kepler-372 d,1.69271,0.72083715,1.4371468,772.00958
3649,Kepler-373 b,1.35641,0.9691787,1.3353433,1327.0739
3650,Kepler-373 c,1.24431,1.0739582,1.2895028,915.76797
3651,Kepler-374 b,1.03132,0.98512366,1.0236201,1978.2069
3652,Kepler-374 c,1.09858,1.030779,1.1153585,1643.789
3653,Kepler-374 d,1.31157,1.00581,1.3153746,1423.563
3654,Kepler-375 b,1.44609,0.89230613,1.3660049,824.25204
3656,Kepler-376 b,1.06495,1.0262877,1.0788567,1480.0735
3657,Kepler-376 c,1.7936,0.6665009,1.4642862,1042.0098
3658,Kepler-377 b,1.39004,0.93484014,1.3439898,988.0012
3659,Kepler-377 c,2.06264,0.55775384,1.5404398,764.60129
3660,Kepler-378 b,0.75107,0.81766876,0.67915534,589.67363
3661,Kepler-378 c,0.69502,0.80467253,0.62345755,484.35822
3662,Kepler-379 b,1.65908,0.7446873,1.4317075,867.05955
3663,Kepler-379 c,2.28684,0.48899299,1.5991423,592.05482
3665,Kepler-380 b,1.18826,1.0797733,1.2347464,1510.0305
3666,Kepler-380 c,1.26673,1.0601558,1.3042742,1208.992
3667,Kepler-381 b,0.98648,0.9766733,0.97490645,1505.5624
3668,Kepler-381 c,1.121,1.0355904,1.140774,1130.7791
3669,Kepler-381 d,1.06495,1.0157616,1.0733099,1326.665
3670,Kepler-382 b,1.32278,0.9941865,1.3189294,1334.4103
3671,Kepler-382 c,1.59182,0.78245529,1.4080683,1004.8121
3672,Kepler-383 b,1.32278,0.9941865,1.3189294,624.60998
3673,Kepler-383 c,1.24431,1.0739582,1.2895028,464.20145
3674,Kepler-384 b,1.121,1.0355904,1.140774,939.37687
3675,Kepler-384 c,1.13221,1.0379813,1.153511,743.90027
3679,Kepler-386 b,1.39004,0.93484014,1.3439898,736.77538
3680,Kepler-386 c,1.58061,0.79036822,1.4052043,579.83559
3681,Kepler-387 b,1.03132,0.98512366,1.0236201,1193.8954
3682,Kepler-387 c,0.88559,0.919793,0.84933252,994.50663
3683,Kepler-388 b,0.80712,0.87044296,0.75302305,1177.7944
3684,Kepler-388 c,0.86317,0.87967681,0.80957653,732.78951
3685,Kepler-389 b,1.51335,0.83356197,1.3816827,1055.793
3686,Kepler-389 c,1.4573,0.88214185,1.3687312,644.57637
3688,Kepler-390 b,0.81833,0.86995742,0.76326873,921.53968
3689,Kepler-390 c,0.7847,0.86169286,0.72841671,739.28183
3692,Kepler-392 b,0.99769,0.97932473,0.98732238,1325.2405
3693,Kepler-392 c,1.09858,1.030779,1.1153585,1055.5511
3694,Kepler-393 b,1.28915,1.0325023,1.3099327,1289.5852
3695,Kepler-393 c,1.33399,0.98138272,1.321514,1104.7395
3696,Kepler-394 b,1.60303,0.77155556,1.4080733,1029.6312
3697,Kepler-394 c,1.65908,0.7446873,1.4317075,894.38473
3698,Kepler-394 d,1.50214,0.84392418,1.3799461,1167.0903
3699,Kepler-395 b,1.03132,0.98512366,1.0236201,585.87613
3700,Kepler-395 c,1.32278,0.9941865,1.3189294,343.94111
3703,Kepler-397 b,2.45499,0.44679295,1.6409785,610.64594
3705,Kepler-398 b,0.93043,0.9312216,0.89786332,859.99194
3706,Kepler-398 c,1.0089,0.98108594,0.99931326,611.59101
3707,Kepler-398 d,0.88559,0.88318432,0.83225877,725.6488
3708,Kepler-399 b,0.96406,0.93644848,0.93292345,704.77762
3709,Kepler-399 c,1.43488,0.89186668,1.3550819,574.51963
3710,Kepler-399 d,1.89449,0.62167993,1.4937425,442.74174
3713,Kepler-400 b,1.64787,0.75288592,1.4298403,1064.6604
3714,Kepler-400 c,1.49093,0.85255451,1.3766335,857.86376
3715,Kepler-401 b,1.71513,0.70553579,1.4406436,1141.0136
3716,Kepler-401 c,2.15232,0.52915112,1.5656573,768.41278
3717,Kepler-401 d,2.27563,0.49086107,1.59434,494.21263
3718,Kepler-402 b,1.22189,1.0871273,1.2740085,1431.9756
3719,Kepler-402 c,1.55819,0.80733597,1.400063,1240.1273
3720,Kepler-402 d,1.37883,0.9457026,1.3408741,1096.38
3721,Kepler-402 e,1.4573,0.88214185,1.3687312,1012.5597
3722,Kepler-403 b,1.25552,1.0599007,1.2925764,1512.0422
3723,Kepler-403 c,1.74876,0.69532426,1.4582229,764.87857
3724,Kepler-403 d,1.42367,0.90208623,1.3521764,1197.8395
3725,Kepler-404 b,1.26673,1.0601558,1.3042742,742.02858
3726,Kepler-404 c,1.71513,0.71183521,1.4470608,689.88979
3727,Kepler-405 b,2.08506,0.55047314,1.5469869,771.54084
3729,Kepler-406 b,1.43488,2.1516687,2.1047634,1561.074
3730,Kepler-406 c,0.85196,4.6256956,1.832347,1258.9288
3737,Kepler-411 b,2.39894,1.8543834,3.2667745,1063.2201
3743,Kepler-414 b,1.71513,0.69293693,1.4277228,1137.1439
3745,Kepler-415 b,1.21068,67.522016,9.9483732,877.03297
3746,Kepler-415 c,2.25321,0.41119598,1.4448611,686.63876
3748,Kepler-416 c,2.45499,0.4446449,1.6370291,915.07744
3750,Kepler-417 c,2.6904,0.3949635,1.6908121,657.23178
3755,Kepler-42 b,0.7847,0.82880382,0.71438039,591.1508
