,P_NAME,P_RADIUS,P_MASS,P_ESCAPE,P_TEMP_SURF,S_TEMPERATURE,S_RADIUS,S_MASS,S_LUMINOSITY
3135,Kepler-1964 b,1.78239,3.813936,1.4628013,1115.046,4803.0,0.7,0.75,0.23388372
3136,Kepler-1965 b,1.35641,2.4027797,1.3309492,574.13287,5852.0,0.84,0.93,0.83945999
3137,Kepler-1966 b,1.10979,1.3889084,1.1187071,751.55099,5009.0,0.84,0.8,0.27101916
3138,Kepler-1967 b,0.72865,0.31464972,0.65713438,765.73245,4970.0,1.81,1.0,0.27101916
3139,Kepler-1968 b,1.50214,2.8572737,1.3791793,750.18107,5008.0,0.79,0.84,0.22387211
3140,Kepler-1969 b,1.6815,3.4643252,1.4353602,968.19122,6046.0,1.01,1.11,0.6591739
3141,Kepler-197 b,1.02011,1.0424758,1.010903,1334.7018,6004.0,1.12,0.86,1.6672472
3142,Kepler-197 c,1.2331,5.403076,2.0932514,1089.3701,6004.0,1.12,0.86,1.6672472
3143,Kepler-197 d,1.22189,1.9832467,1.2740085,947.70417,6004.0,1.12,0.86,1.6672472
3144,Kepler-197 e,0.90801,0.69286505,0.87353238,799.77606,6004.0,1.12,0.86,1.6672472
3145,Kepler-1972 b,0.80712,2.0213861,1.5825432,1233.3503,5818.0,1.38,1.12,1.9678863
3146,Kepler-1972 c,0.86317,2.1103779,1.5636226,1056.0759,5818.0,1.38,1.12,1.9678863
3148,Kepler-198 c,2.4662,6.6743881,1.6450973,530.97104,5574.0,0.94,0.97,0.77803655
3149,Kepler-198 d,1.52456,2.9558004,1.3924041,1785.6773,5636.0,0.93,0.97,0.77803655
3152,Kepler-20 b,1.87207,9.7001106,2.2762885,1215.9222,5495.0,0.96,0.95,0.68391165
3158,Kepler-200 b,2.1299,5.1805964,1.5595894,1021.9408,5678.0,0.94,0.98,1.0185914
3159,Kepler-200 c,1.59182,3.1560321,1.4080683,963.495,5678.0,0.94,0.98,1.0185914
3160,Kepler-201 b,2.45499,6.6108225,1.6409785,840.33354,6065.0,1.23,1.18,2.2284351
3162,Kepler-202 b,1.62545,3.3054112,1.4260211,939.43008,4668.0,0.67,0.68,0.23014418
3163,Kepler-202 c,1.84965,4.0681984,1.4830517,592.83181,4668.0,0.67,0.68,0.23014418
3165,Kepler-203 c,2.4662,750.07409,17.439657,1229.7188,5821.0,1.11,1.0,1.2416523
3166,Kepler-203 d,1.43488,34.007596,4.8683319,960.44106,5821.0,1.11,1.0,1.2416523
3168,Kepler-204 c,1.7936,3.8457188,1.4642862,703.79742,5812.0,1.24,1.03,1.0715193
3169,Kepler-205 b,1.51335,2.8890565,1.3816827,927.67474,4321.0,0.55,0.59,0.11066238
3170,Kepler-205 c,1.63666,3.337194,1.427945,475.10632,4321.0,0.55,0.59,0.11066238
3171,Kepler-206 b,1.19947,1.8688287,1.2482169,1081.2433,5764.0,1.19,1.05,1.2133889
3172,Kepler-206 c,1.77118,3.7821532,1.461296,906.37774,5764.0,1.19,1.05,1.2133889
3173,Kepler-206 d,1.18826,1.8116196,1.2347464,747.95749,5764.0,1.19,1.05,1.2133889
3174,Kepler-207 b,1.5694,3.0892882,1.4030152,2297.5857,5920.0,1.59,1.04,3.4197944
3175,Kepler-207 c,1.50214,2.8572737,1.3791793,1865.2815,5920.0,1.59,1.04,3.4197944
3177,Kepler-208 b,1.62545,3.3054112,1.4260211,1479.1896,6092.0,1.31,1.16,2.0370421
3178,Kepler-208 c,1.39004,2.5108412,1.3439898,1222.9457,6092.0,1.31,1.16,2.0370421
3179,Kepler-208 d,1.19947,1.8688287,1.2482169,1071.0312,6092.0,1.31,1.16,2.0370421
3180,Kepler-208 e,1.47972,2.7937081,1.3740443,946.09284,6092.0,1.31,1.16,2.0370421
3181,Kepler-209 b,2.26442,5.7209041,1.5894755,764.78754,5513.0,0.94,0.93,0.74301914
3183,Kepler-21 b,1.63666,5.0788915,1.7615916,2100.9199,6305.0,1.9,1.41,5.1880004
3186,Kepler-211 b,1.25552,2.1262693,1.3013596,1035.3808,5123.0,0.82,0.9,0.38636698
3187,Kepler-211 c,1.28915,18.434024,3.7814499,911.01363,5123.0,0.82,0.9,0.38636698
3188,Kepler-212 b,1.08737,1.3221645,1.1026916,983.5465,5852.0,1.46,1.17,2.4154608
3190,Kepler-213 b,1.62545,3.2418456,1.4122428,1589.7157,5696.0,1.2,1.07,1.2078138
3191,Kepler-213 c,2.34289,6.0705149,1.6096699,1263.3779,5696.0,1.2,1.07,1.2078138
3193,Kepler-214 c,2.1299,5.1805964,1.5595894,876.63712,6169.0,1.35,1.11,3.2433962
3194,Kepler-215 b,1.62545,3.2418456,1.4122428,928.07073,5739.0,1.03,0.94,0.76383578
3195,Kepler-215 c,1.77118,3.7821532,1.461296,800.16859,5739.0,1.03,0.94,0.76383578
3196,Kepler-215 d,2.38773,23.519272,3.1384797,625.36685,5739.0,1.03,0.94,0.76383578
3197,Kepler-215 e,1.74876,3.7185876,1.4582229,480.0162,5739.0,1.03,0.94,0.76383578
3198,Kepler-216 b,2.3541,6.1340805,1.6142183,1379.295,6091.0,1.26,1.11,3.2960971
3200,Kepler-217 b,2.23079,5.5937729,1.5835182,1741.8632,6171.0,1.8,1.14,5.6754461
3201,Kepler-217 c,1.84965,4.0681984,1.4830517,1488.5921,6171.0,1.8,1.14,5.6754461
3202,Kepler-217 d,1.32278,2.3010747,1.3189294,1976.1733,6341.0,1.76,1.37,5.6754461
3203,Kepler-218 b,1.47972,2.7937081,1.3740443,1348.4716,5502.0,1.06,1.02,1.0209395
3210,Kepler-220 b,0.80712,0.45767232,0.75302305,909.05844,4632.0,0.67,0.65,0.21086281
3211,Kepler-220 c,1.5694,3.0892882,1.4030152,707.23529,4632.0,0.67,0.65,0.21086281
3212,Kepler-220 d,0.97527,0.90263153,0.96203931,482.92192,4632.0,0.67,0.65,0.21086281
3213,Kepler-220 e,1.33399,2.3296793,1.321514,410.12524,4632.0,0.67,0.65,0.21086281
3214,Kepler-221 b,1.71513,3.5596736,1.4406436,1185.4135,5243.0,0.82,0.82,0.3944573
3225,Kepler-224 b,1.39004,2.5108412,1.3439898,1097.9408,5018.0,0.68,0.82,0.30619634
3227,Kepler-224 d,2.29805,5.9116009,1.6038835,717.4237,5018.0,0.68,0.82,0.30619634
3228,Kepler-224 e,1.97296,4.5449404,1.5177665,607.79885,5018.0,0.68,0.82,0.30619634
3229,Kepler-225 b,1.19947,1.8688287,1.2482169,685.29365,3682.0,0.48,0.59,0.10092529
3230,Kepler-225 c,1.83844,4.0364156,1.4817441,486.75367,3682.0,0.48,0.59,0.10092529
3231,Kepler-226 b,1.54698,24.154928,3.9514867,1156.5696,5571.0,0.8,0.91,0.57676646
3232,Kepler-226 c,2.27563,45.131576,4.4533766,1041.1342,5571.0,0.8,0.91,0.57676646
3233,Kepler-226 d,1.22189,1.9832467,1.2740085,909.5235,5571.0,0.8,0.91,0.57676646
3236,Kepler-228 b,1.52456,2.9558004,1.3924041,1573.363,6043.0,1.01,0.95,1.2912193
3239,Kepler-229 b,2.19716,5.4666417,1.577355,847.76381,5120.0,0.73,0.8,0.28973436
3244,Kepler-23 d,2.19716,17.48054,2.820633,1027.0364,5828.0,1.55,1.1,2.5003454
3246,Kepler-230 c,2.04022,4.8309856,1.5387901,377.64081,5588.0,0.82,0.84,0.42854852
3247,Kepler-231 b,1.72634,35.278908,4.5205825,582.57905,3767.0,0.49,0.58,0.092044957
3248,Kepler-231 c,1.92812,24.154928,3.5394505,469.37321,3767.0,0.49,0.58,0.092044957
3251,Kepler-233 b,2.43257,6.4836913,1.6325951,858.47046,5360.0,0.76,0.85,0.46989411
3255,Kepler-235 b,2.23079,5.5937729,1.5835182,793.17654,4255.0,0.55,0.58,0.079067863
3256,Kepler-235 c,1.27794,2.1834784,1.3071313,598.43094,4255.0,0.55,0.58,0.079067863
3257,Kepler-235 d,2.05143,4.8627684,1.5396196,436.80822,4255.0,0.55,0.58,0.079067863
3258,Kepler-235 e,2.21958,5.5619901,1.5829956,330.58331,4255.0,0.55,0.58,0.079067863
3259,Kepler-236 b,1.5694,3.0892882,1.4030152,556.24234,3750.0,0.51,0.6,0.059020108
3260,Kepler-236 c,1.99538,4.6720716,1.5301779,390.33164,3750.0,0.51,0.6,0.059020108
3261,Kepler-237 b,1.41246,2.5712285,1.3492184,977.76777,4861.0,0.72,0.7,0.33342641
3262,Kepler-237 c,2.08506,4.9898996,1.5469869,820.52449,4861.0,0.72,0.7,0.33342641
3263,Kepler-238 b,1.72634,3.655022,1.4550631,1998.6248,5751.0,1.43,1.06,2.6915348
3264,Kepler-238 c,2.38773,6.2929945,1.6234393,1402.9629,5751.0,1.43,1.06,2.6915348
3267,Kepler-238 f,1.99538,13.348776,2.5864728,703.13933,5732.0,0.96,1.06,2.6915348
3268,Kepler-239 b,2.33168,6.0387321,1.6093052,710.16443,4914.0,0.76,0.76,0.33496544
3272,Kepler-24 d,1.67029,3.4325424,1.4335473,1382.5652,5897.0,1.29,0.98,1.3867558
3274,Kepler-240 b,1.36762,2.4504539,1.3385683,971.29265,4985.0,0.74,0.75,0.29922646
3275,Kepler-240 c,2.19716,102.34062,6.824851,782.26673,4985.0,0.74,0.75,0.29922646
3276,Kepler-241 b,2.33168,6.0387321,1.6093052,661.69339,4699.0,0.67,0.67,0.24717241
3279,Kepler-242 c,1.99538,4.6720716,1.5301779,612.36093,5020.0,0.85,0.81,0.24378108
3280,Kepler-243 b,2.45499,6.5790397,1.6370291,932.23386,5228.0,0.84,0.83,0.42364297
3281,Kepler-243 c,1.99538,4.608506,1.5197329,615.99409,5228.0,0.84,0.83,0.42364297
3283,Kepler-244 c,2.05143,4.8627684,1.5396196,841.80421,5554.0,0.8,0.96,0.55462571
3284,Kepler-244 d,2.30926,15.255744,2.5702791,663.6005,5554.0,0.8,0.96,0.55462571
3286,Kepler-245 c,2.17474,225.65788,10.18642,650.51884,5100.0,0.8,0.86,0.40179081
3288,Kepler-245 e,1.74876,3.7185876,1.4582229,1145.3566,5174.0,0.8,0.86,0.40179081
3289,Kepler-246 b,2.34289,6.0705149,1.6096699,994.76168,5206.0,0.83,0.79,0.38636698
3290,Kepler-246 c,1.50214,2.8572737,1.3791793,735.96798,5206.0,0.83,0.79,0.38636698
3291,Kepler-247 b,1.63666,3.337194,1.427945,1101.149,5100.0,0.77,0.84,0.37844258
3296,Kepler-249 b,1.08737,1.3221645,1.1026916,650.40923,3568.0,0.48,0.51,0.031988951
3297,Kepler-249 c,1.51335,2.8890565,1.3816827,505.25047,3568.0,0.48,0.51,0.031988951
3298,Kepler-249 d,1.5694,3.0892882,1.4030152,390.6923,3568.0,0.48,0.51,0.031988951
3302,Kepler-250 b,1.13221,1.5065047,1.153511,1009.4855,5160.0,0.81,0.83,0.34914032
3303,Kepler-250 c,2.27563,5.8162525,1.5987141,841.96914,5160.0,0.81,0.83,0.34914032
3304,Kepler-250 d,2.17474,5.403076,1.5762201,620.61013,5160.0,0.81,0.83,0.34914032
3305,Kepler-251 b,1.33399,2.3296793,1.321514,1131.9644,5526.0,0.89,0.95,0.67297666
3309,Kepler-252 b,1.2331,2.0404558,1.2863657,759.90049,4208.0,0.55,0.61,0.16368165
3310,Kepler-252 c,2.15232,5.2759448,1.5656573,647.03195,4208.0,0.55,0.61,0.16368165
3311,Kepler-253 b,1.62545,3.3054112,1.4260211,1073.5983,5208.0,0.79,0.85,0.4102041
3315,Kepler-254 c,2.15232,3.17828,1.2151857,826.27777,5957.0,0.91,0.93,0.74989421
3316,Kepler-254 d,2.49983,6.8015193,1.6494826,718.14695,5957.0,0.91,0.93,0.74989421
3317,Kepler-255 b,1.54698,3.0225443,1.3977966,1031.6929,5573.0,0.93,0.87,0.65614527
3319,Kepler-255 d,1.32278,2.3010747,1.3189294,1868.8313,5431.0,0.86,0.9,0.65614527
3320,Kepler-256 b,1.59182,3.1560321,1.4080683,1692.5396,5551.0,1.3,0.97,0.87297137
3321,Kepler-256 c,2.15232,5.2759448,1.5656573,1311.0355,5551.0,1.3,0.97,0.87297137
3322,Kepler-256 d,2.47741,6.7061709,1.6452745,1099.3367,5551.0,1.3,0.97,0.87297137
3323,Kepler-256 e,2.3541,6.1340805,1.6142183,897.60467,5551.0,1.3,0.97,0.87297137
3333,Kepler-26 d,1.06495,1.2395292,1.0788567,791.47721,4486.0,0.57,0.62,0.087096359
3334,Kepler-26 e,2.41015,6.3883429,1.6280662,333.24173,4486.0,0.57,0.62,0.087096359
3335,Kepler-260 b,2.00659,4.7038544,1.5310791,996.41461,5250.0,0.86,0.92,0.8090959
3336,Kepler-260 c,1.73755,3.6868048,1.456654,473.58908,5250.0,0.86,0.92,0.8090959
3337,Kepler-261 b,2.17474,5.403076,1.5762201,739.57017,5098.0,0.79,0.88,0.33806484
3338,Kepler-261 c,1.99538,4.6720716,1.5301779,555.4672,5098.0,0.79,0.88,0.33806484
3339,Kepler-262 b,1.35641,2.4186711,1.3353433,807.71629,5841.0,0.88,0.99,0.72443596
3340,Kepler-262 c,1.63666,3.337194,1.427945,680.84606,5841.0,0.88,0.99,0.72443596
3342,Kepler-263 c,2.4662,6.6743881,1.6450973,449.84514,5265.0,0.79,0.8,0.34994517
3345,Kepler-265 b,1.86086,4.131764,1.4900845,1098.4902,5835.0,1.1,0.98,1.0115795
3347,Kepler-265 d,2.48862,6.7697365,1.6493263,593.97028,5835.0,1.1,0.98,1.0115795
3349,Kepler-266 b,2.47741,6.7061709,1.6452745,1087.2804,5885.0,1.03,0.95,1.0280163
3351,Kepler-267 b,1.98417,37.821532,4.3659637,737.25862,4258.0,0.56,0.54,0.059020108
3352,Kepler-267 c,2.1299,5.1805964,1.5595894,578.95538,4258.0,0.56,0.54,0.059020108
3353,Kepler-267 d,2.27563,5.7844697,1.59434,361.37688,4258.0,0.56,0.54,0.059020108
3356,Kepler-269 b,2.4662,6.6743881,1.6450973,1439.812,5847.0,0.96,0.92,2.3334581
3357,Kepler-269 c,1.69271,3.496108,1.4371468,1249.4768,5847.0,0.96,0.92,2.3334581
3361,Kepler-270 b,2.00659,4.7038544,1.5310791,1052.6375,6067.0,1.46,1.17,2.0511622
3362,Kepler-270 c,1.77118,3.7821532,1.461296,811.58585,6067.0,1.46,1.17,2.0511622
3363,Kepler-271 b,1.2331,2.0404558,1.2863657,837.97829,5555.0,0.87,0.9,0.55847019
3364,Kepler-271 c,0.95285,0.80728313,0.92045099,938.75479,5555.0,0.87,0.9,0.55847019
3365,Kepler-271 d,0.66139,0.21930132,0.57582672,1052.94,5555.0,0.87,0.9,0.55847019
3366,Kepler-272 b,1.43488,77.867861,7.3666719,1533.1298,5297.0,0.93,0.86,1.164126
3367,Kepler-272 c,1.7936,97.891025,7.3876896,1210.0569,5297.0,0.93,0.86,1.164126
3368,Kepler-272 d,2.25321,5.6891213,1.5889922,990.71793,5297.0,0.93,0.86,1.164126
3369,Kepler-273 b,1.50214,2.8572737,1.3791793,1229.1924,5626.0,0.81,0.94,0.45603692
3370,Kepler-273 c,1.98417,4.5767232,1.5187556,875.10324,5626.0,0.81,0.94,0.45603692
3371,Kepler-274 b,1.53577,2.9875832,1.3947518,1016.3892,6023.0,1.01,1.08,1.5885467
3372,Kepler-274 c,1.83844,4.0364156,1.4817441,715.16399,6023.0,1.01,1.08,1.5885467
3373,Kepler-275 b,2.34289,6.0705149,1.6096699,1190.1664,6165.0,1.38,1.16,2.8119008
3388,Kepler-280 b,1.44609,2.6983597,1.3660049,1550.2285,5744.0,0.89,0.96,0.86297855
3389,Kepler-280 c,2.00659,4.7038544,1.5310791,1171.8626,5744.0,0.89,0.96,0.86297855
3393,Kepler-282 b,1.0089,1.0075148,0.99931326,1067.9817,5602.0,0.9,0.79,1.2764388
3394,Kepler-282 c,1.19947,1.8688287,1.2482169,939.32912,5602.0,0.9,0.79,1.2764388
3395,Kepler-282 d,2.45499,61.022977,4.9856505,779.3102,5699.0,0.89,0.97,1.2764388
3397,Kepler-283 b,2.1299,5.1805964,1.5595894,570.57639,4351.0,0.57,0.6,0.10399202
3398,Kepler-283 c,1.81602,3.97285,1.479077,279.79731,4351.0,0.57,0.6,0.10399202
3399,Kepler-284 b,2.242,5.6573385,1.5885039,733.16893,5615.0,0.81,0.92,0.45603692
3401,Kepler-285 b,1.3452,2.3582838,1.3240507,1291.4258,5411.0,0.81,0.82,0.52601727
3402,Kepler-285 c,1.121,1.4588305,1.140774,968.56937,5411.0,0.81,0.82,0.52601727
3403,Kepler-286 b,1.24431,2.0690603,1.2895028,1637.9055,5580.0,0.86,0.96,0.76559661
3404,Kepler-286 c,1.36762,2.4504539,1.3385683,1313.246,5580.0,0.86,0.96,0.76559661
3405,Kepler-286 d,1.33399,2.3296793,1.321514,1089.6971,5580.0,0.86,0.96,0.76559661
3406,Kepler-286 e,1.77118,3.7821532,1.461296,641.52618,5580.0,0.86,0.96,0.76559661
3407,Kepler-287 b,2.33168,6.0387321,1.6093052,699.49839,5806.0,1.03,0.97,0.73451387
3409,Kepler-288 b,1.67029,3.4325424,1.4335473,1165.5047,5918.0,1.09,1.03,1.1376273
3412,Kepler-289 b,2.15232,7.3100441,1.8429204,650.29598,5990.0,1.0,1.08,1.1508004
3416,Kepler-29 c,2.34289,4.5004445,1.3859634,735.53941,5378.0,0.73,0.76,0.5046613
3417,Kepler-290 b,2.25321,5.6891213,1.5889922,619.11935,5147.0,0.74,0.8,0.25941794
3419,Kepler-291 b,2.16353,5.3077276,1.5662924,1382.5212,6002.0,1.02,0.9,1.177606
3420,Kepler-291 c,1.88328,4.1953296,1.4925387,1175.6121,6002.0,1.02,0.9,1.177606
3421,Kepler-292 b,1.32278,2.3010747,1.3189294,1266.7377,5299.0,0.83,0.85,0.46025657
3422,Kepler-292 c,1.46851,2.7619253,1.3714106,1117.1576,5299.0,0.83,0.85,0.46025657
3423,Kepler-292 d,2.23079,5.5937729,1.5835182,908.7957,5299.0,0.83,0.85,0.46025657
3425,Kepler-292 f,2.3541,6.1340805,1.6142183,631.11887,5299.0,0.83,0.85,0.46025657
3428,Kepler-294 b,1.77118,3.7821532,1.461296,1206.0078,5913.0,0.98,0.95,0.71121351
3430,Kepler-295 b,1.22189,1.9832467,1.2740085,1313.4185,5603.0,0.9,0.89,4.2559841
3431,Kepler-295 c,1.16584,1.7067364,1.2099398,1096.6715,5603.0,0.9,0.89,4.2559841
3432,Kepler-295 d,1.35641,2.4186711,1.3353433,943.12684,5603.0,0.9,0.89,4.2559841
3433,Kepler-296 b,1.61424,3.2100628,1.410174,426.44332,3740.0,0.48,0.5,0.030974193
3434,Kepler-296 c,1.99538,4.6720716,1.5301779,525.1169,3740.0,0.48,0.5,0.030974193
3435,Kepler-296 d,2.08506,5.0216824,1.5519058,348.92642,3740.0,0.48,0.5,0.030974193
3436,Kepler-296 e,1.52456,2.9558004,1.3924041,281.66411,3740.0,0.48,0.5,0.026977394
3437,Kepler-296 f,1.80481,3.9092844,1.4717461,229.30038,3740.0,0.48,0.5,0.026977394
3440,Kepler-298 b,1.96175,4.5131576,1.5167654,667.07663,4465.0,0.58,0.66,0.18492686
3441,Kepler-298 c,1.92812,4.3860264,1.5082335,511.62442,4465.0,0.58,0.66,0.18492686
3442,Kepler-298 d,2.49983,6.8015193,1.6494826,341.64164,4465.0,0.58,0.66,0.18492686
3443,Kepler-299 b,1.32278,2.3010747,1.3189294,1402.6223,5617.0,1.03,0.95,0.90364947
3445,Kepler-299 d,1.86086,4.131764,1.4900845,816.63825,5617.0,1.03,0.95,0.90364947
3446,Kepler-299 e,1.87207,4.1635468,1.4913195,598.08014,5617.0,1.03,0.95,0.90364947
3450,Kepler-300 b,1.67029,3.4325424,1.4335473,1141.3183,5986.0,0.9,1.07,2.1877616
3451,Kepler-300 c,2.25321,5.6891213,1.5889922,726.48513,5986.0,0.9,1.07,2.1877616
3452,Kepler-301 b,1.3452,2.3900666,1.332943,1448.1697,5815.0,0.9,0.98,0.83176377
3453,Kepler-301 c,1.3452,2.3900666,1.332943,1121.7475,5815.0,0.9,0.98,0.83176377
3454,Kepler-301 d,1.74876,3.7185876,1.4582229,821.03507,5815.0,0.9,0.98,0.83176377
3457,Kepler-303 b,0.88559,0.63883429,0.84933252,1005.4607,3944.0,0.48,0.57,0.085901352
3458,Kepler-303 c,1.14342,1.5541789,1.1658633,652.42905,3944.0,0.48,0.57,0.085901352
3460,Kepler-304 c,2.17474,5.3395104,1.5669208,845.812,4731.0,0.69,0.8,0.21777098
3462,Kepler-304 e,1.19947,1.8688287,1.2482169,1290.4071,4817.0,0.73,0.8,0.21777098
3466,Kepler-305 e,1.7936,3.8775016,1.4703245,1129.1048,4974.0,0.83,0.82,0.37757219
3467,Kepler-306 b,1.52456,2.9240176,1.3848978,982.28094,4954.0,0.72,0.81,0.33962527
3468,Kepler-306 c,2.3541,6.1340805,1.6142183,848.56149,4954.0,0.72,0.81,0.33962527
3469,Kepler-306 d,2.4662,6.6743881,1.6450973,634.05962,4954.0,0.72,0.81,0.33962527
3470,Kepler-306 e,2.27563,5.7844697,1.59434,461.00729,4954.0,0.72,0.81,0.33962527
3471,Kepler-307 b,2.43257,7.4403535,1.7488965,885.69879,5367.0,0.81,0.91,0.75509223
3472,Kepler-307 c,2.19716,3.6391306,1.2869687,820.70125,5367.0,0.81,0.91,0.75509223
3473,Kepler-308 b,2.11869,5.1488136,1.5589058,897.11778,5895.0,0.94,0.92,0.76559661
3474,Kepler-308 c,2.16353,5.3077276,1.5662924,767.39358,5895.0,0.94,0.92,0.76559661
3475,Kepler-309 b,1.55819,3.0543271,1.400063,851.22567,4713.0,0.72,0.67,0.26668587
3480,Kepler-310 b,1.18826,1.8116196,1.2347464,752.59136,5797.0,0.88,0.91,0.57676646
3482,Kepler-310 d,2.4662,6.9985726,1.6845759,400.4771,5797.0,0.88,0.91,0.57676646
3483,Kepler-311 b,1.70392,3.5278908,1.4389078,1090.0868,5905.0,1.19,1.08,1.5595525
3484,Kepler-311 c,1.43488,2.6347941,1.3550819,844.37763,5905.0,1.19,1.08,1.5595525
3485,Kepler-312 b,1.28915,2.2120829,1.3099327,2305.6314,6115.0,1.47,1.2,3.9627803
3489,Kepler-314 b,0.82954,0.49898996,0.77558114,1350.32,5378.0,0.95,1.02,0.59429216
3493,Kepler-316 b,1.06495,1.1982116,1.0607234,1021.6187,4204.0,0.52,0.59,0.11587774
3494,Kepler-316 c,1.15463,1.6558839,1.1975496,697.03843,4204.0,0.52,0.59,0.11587774
3495,Kepler-317 b,2.08506,109.65066,7.2518088,1033.4889,5497.0,0.94,0.86,0.61944108
3496,Kepler-317 c,1.71513,3.5914564,1.4470608,885.99582,5497.0,0.94,0.86,0.61944108
3499,Kepler-319 b,1.62545,3.3054112,1.4260211,1147.9835,5526.0,0.9,0.96,0.6591739
3501,Kepler-319 d,2.28684,5.8480353,1.5991423,593.20395,5526.0,0.9,0.96,0.6591739
3505,Kepler-32 e,1.50214,2.8572737,1.3791793,752.85918,3900.0,0.53,0.58,0.0510505
3506,Kepler-32 f,0.81833,0.476742,0.76326873,1199.4967,3900.0,0.53,0.58,0.0510505
3507,Kepler-320 b,1.14342,1.5541789,1.1658633,1223.9432,6435.0,1.11,1.33,2.3659197
3508,Kepler-320 c,1.36762,2.4504539,1.3385683,946.94891,6435.0,1.11,1.33,2.3659197
3509,Kepler-321 b,1.77118,3.7821532,1.461296,1199.5913,5740.0,1.19,1.03,0.98174794
3510,Kepler-321 c,2.32047,6.0069493,1.6089369,863.52393,5740.0,1.19,1.03,0.98174794
3511,Kepler-322 b,1.0089,1.0075148,0.99931326,1483.5044,5388.0,0.89,0.92,0.51522864
3512,Kepler-322 c,1.67029,3.4325424,1.4335473,1079.408,5388.0,0.89,0.92,0.51522864
3513,Kepler-323 b,1.43488,684.28369,21.837871,1875.6064,5987.0,1.18,1.09,1.4157938
3514,Kepler-323 c,1.62545,79.774829,7.0056128,1463.3284,5987.0,1.18,1.09,1.4157938
3515,Kepler-324 b,1.14342,1.5541789,1.1658633,1077.6698,5194.0,0.84,0.87,0.49203954
3517,Kepler-324 e,2.04022,4.7992028,1.5337199,735.30679,5191.0,0.83,0.84,0.49203954
3521,Kepler-326 b,1.52456,44.49592,5.4024137,1469.4193,5105.0,0.8,0.85,0.69662651
3522,Kepler-326 c,1.40125,17.48054,3.5319912,1163.9535,5105.0,0.8,0.85,0.69662651
3523,Kepler-326 d,1.21068,6.9922161,2.4032156,1023.1722,5105.0,0.8,0.85,0.69662651
3524,Kepler-327 b,1.10979,1.4111563,1.1276314,818.03469,3799.0,0.49,0.59,0.054954087
3525,Kepler-327 c,1.03132,20.340992,4.4410877,642.57199,3799.0,0.49,0.59,0.054954087
3526,Kepler-327 d,1.72634,3.655022,1.4550631,464.35429,3799.0,0.49,0.59,0.054954087
3527,Kepler-328 b,2.29805,28.60452,3.5280733,790.42034,6064.0,1.06,1.15,2.7542287
3529,Kepler-329 b,1.40125,2.542624,1.3470486,666.12511,4257.0,0.52,0.6,0.10690549
3530,Kepler-329 c,1.92812,4.3860264,1.5082335,489.41976,4257.0,0.52,0.6,0.10690549
3531,Kepler-33 b,1.73755,3.6868048,1.456654,1522.9175,5904.0,1.82,1.29,3.5974934
3532,Kepler-33 c,3.19485,0.39092844,0.34980289,1149.1581,5904.0,1.82,1.29,3.5974934
3536,Kepler-330 b,1.3452,2.3900666,1.332943,814.5919,5117.0,0.72,0.79,0.36140986
3537,Kepler-330 c,1.95054,4.449592,1.5103676,655.00064,5117.0,0.72,0.79,0.36140986
3538,Kepler-331 b,1.81602,3.97285,1.479077,718.64439,4347.0,0.49,0.65,0.16443717
3539,Kepler-331 c,1.83844,4.0364156,1.4817441,565.42638,4347.0,0.49,0.65,0.16443717
3540,Kepler-331 d,1.63666,3.337194,1.427945,459.48587,4347.0,0.49,0.65,0.16443717
3541,Kepler-332 b,1.16584,1.7067364,1.2099398,777.00122,4955.0,0.72,0.8,0.26061535
3542,Kepler-332 c,1.08737,1.3221645,1.1026916,608.86119,4955.0,0.72,0.8,0.26061535
3543,Kepler-332 d,1.17705,1.7575889,1.2219718,472.86788,4955.0,0.72,0.8,0.26061535
3544,Kepler-333 b,1.32278,28.286692,4.6243135,571.75648,4259.0,0.53,0.6,0.11803206
3545,Kepler-333 c,1.10979,1.4111563,1.1276314,458.99065,4259.0,0.53,0.6,0.11803206
3546,Kepler-334 b,1.121,1.4588305,1.140774,1203.1113,5828.0,1.07,1.07,1.1376273
3547,Kepler-334 c,1.43488,2.6347941,1.3550819,908.40357,5828.0,1.07,1.07,1.1376273
3548,Kepler-334 d,1.41246,2.5712285,1.3492184,724.9634,5828.0,1.07,1.07,1.1376273
3551,Kepler-336 b,1.02011,1.0424758,1.010903,1839.5591,5867.0,1.3,1.09,1.8197009
3552,Kepler-336 c,2.09627,5.0534652,1.5526409,1101.7341,5867.0,1.3,1.09,1.8197009
3553,Kepler-336 d,2.36531,6.1976461,1.6187111,851.5504,5867.0,1.3,1.09,1.8197009
3554,Kepler-337 b,1.53577,2.9875832,1.3947518,1789.017,5684.0,1.76,1.05,3.0269134
3555,Kepler-337 c,2.05143,4.8627684,1.5396196,1244.4551,5684.0,1.76,1.05,3.0269134
3556,Kepler-338 b,2.44378,30.511488,3.5334638,1178.5129,5923.0,1.74,1.2,3.8547836
3557,Kepler-338 c,2.34289,6.0705149,1.6096699,972.03532,5923.0,1.74,1.2,3.8547836
3559,Kepler-338 e,1.55819,8.5813561,2.346755,1348.8916,5999.0,1.74,1.14,3.8547836
3560,Kepler-339 b,1.42367,2.6030113,1.3521764,1024.5647,5631.0,0.8,0.93,0.48640721
3561,Kepler-339 c,1.15463,7.3100441,2.5161619,914.73685,5631.0,0.8,0.93,0.48640721
