,P_NAME,P_RADIUS,P_MASS,P_ESCAPE,P_TEMP_SURF,S_TEMPERATURE,S_RADIUS,S_MASS,S_LUMINOSITY
2695,Kepler-1621 b,2.16353,5.3077276,1.5662924,584.30468,6158.0,1.24,1.15,3.0060763
2696,Kepler-1622 b,1.46851,2.7619253,1.3714106,1131.1691,6436.0,1.5,1.31,2.3604782
2697,Kepler-1623 b,1.31157,2.2692919,1.3153746,1145.0009,5772.0,1.0,1.0,0.67297666
2700,Kepler-1626 b,2.0178,4.7356372,1.5319696,1764.9548,6826.0,1.85,1.51,4.0831939
2703,Kepler-1629 b,0.77349,0.3813936,0.70219762,1209.4832,5776.0,1.01,1.01,0.73451387
2704,Kepler-163 b,1.05374,1.1568939,1.047804,951.53204,5776.0,0.92,0.88,0.7277798
2705,Kepler-163 c,2.26442,5.7209041,1.5894755,681.63036,5776.0,0.92,0.88,0.7277798
2706,Kepler-1630 b,2.18595,5.4348589,1.5767906,187.28932,4736.0,0.63,0.66,0.22594358
2707,Kepler-1631 b,1.3452,2.3900666,1.332943,1277.9394,5679.0,0.95,0.97,1.0162487
2708,Kepler-1632 b,2.4662,6.6743881,1.6450973,442.01106,6137.0,1.19,1.12,2.5468303
2709,Kepler-1633 b,1.58061,3.121071,1.4052043,670.40133,6256.0,1.32,1.2,4.4258837
2713,Kepler-1637 b,0.88559,0.63883429,0.84933252,1194.2564,5789.0,1.02,1.02,1.0543869
2714,Kepler-1638 b,1.87207,4.1635468,1.4913195,312.17102,5710.0,0.95,0.97,0.76913044
2716,Kepler-164 b,1.41246,2.5712285,1.3492184,1274.9898,5888.0,1.15,1.09,1.2971793
2718,Kepler-164 d,2.45499,6.5790397,1.6370291,710.06796,5888.0,1.15,1.09,1.2971793
2724,Kepler-1643 b,2.32047,6.0069493,1.6089369,951.53213,4916.0,0.86,0.85,0.33728731
2725,Kepler-1644 b,1.88328,4.1953296,1.4925387,674.64693,5499.0,0.86,0.89,0.6095369
2726,Kepler-1645 b,1.78239,3.813936,1.4628013,973.91074,5812.0,1.02,1.02,2.1677041
2727,Kepler-1646 b,1.2331,2.0404558,1.2863657,601.2564,3299.0,0.26,0.24,0.016595869
2729,Kepler-1649 b,1.02011,1.032941,1.0062694,340.2038,3240.0,0.23,0.2,0.0051641637
2730,Kepler-1649 c,1.06495,1.1982116,1.0607234,302.75991,3240.0,0.23,0.2,0.0051641637
2731,Kepler-165 b,2.32047,6.0069493,1.6089369,817.15506,5211.0,0.77,0.79,0.33728731
2732,Kepler-165 c,2.23079,5.5937729,1.5835182,661.11099,5211.0,0.77,0.79,0.33728731
2733,Kepler-1650 b,0.96406,0.83906593,0.93292345,758.33267,3410.0,0.33,0.33,0.013458604
2734,Kepler-1651 b,1.83844,4.0364156,1.4817441,497.11497,3713.0,0.5,0.52,0.042854852
2735,Kepler-1652 b,1.60303,3.17828,1.4080733,275.55162,3638.0,0.38,0.4,0.023014418
2736,Kepler-1653 b,2.17474,5.3395104,1.5669208,290.83372,4807.0,0.69,0.72,0.23120648
2738,Kepler-1655 b,2.20837,4.9994345,1.504612,973.42413,6148.0,1.03,1.03,1.3899526
2742,Kepler-166 b,2.27563,5.7844697,1.59434,859.12127,5413.0,0.74,0.88,0.41209752
2743,Kepler-166 c,2.37652,6.2612117,1.6231492,522.03956,5413.0,0.74,0.88,0.41209752
2744,Kepler-166 d,1.72634,3.655022,1.4550631,1469.7828,5350.0,0.83,0.88,0.41209752
2754,Kepler-1669 c,1.9057,4.2588952,1.4949312,1200.1991,4224.0,0.6,0.61,0.15739829
2755,Kepler-167 b,1.71513,3.5914564,1.4470608,960.44403,4884.0,0.75,0.78,0.28906799
2756,Kepler-167 c,1.67029,3.4325424,1.4335473,806.66399,4884.0,0.75,0.78,0.28906799
2757,Kepler-167 d,1.2331,2.0627037,1.2933596,563.0373,4884.0,0.75,0.78,0.28906799
2760,Kepler-1671 b,1.32278,2.3169661,1.3234759,1114.1149,5135.55,0.93,0.87,0.54200089
2768,Kepler-1679 b,2.07385,4.926334,1.5412506,858.10077,5501.0,0.87,0.96,0.62950618
2769,Kepler-168 b,1.4573,2.7301425,1.3687312,1496.6722,6282.0,1.11,1.11,2.2961486
2771,Kepler-1680 b,1.35641,2.4186711,1.3353433,759.99842,5021.0,0.72,0.83,0.29922646
2774,Kepler-1683 b,1.87207,4.1635468,1.4913195,746.72722,5429.0,0.9,0.95,0.63386971
2777,Kepler-1686 b,1.42367,2.622081,1.3571204,1060.3806,5714.96,1.2,1.02,1.3835664
2778,Kepler-1687 b,1.65908,3.3689768,1.4250016,760.79019,4132.0,0.73,0.65,0.13835664
2779,Kepler-1688 b,1.26673,2.1294476,1.2965565,830.58257,4632.11,0.75,0.81,0.23120648
2780,Kepler-1689 b,0.94164,0.79774829,0.92042942,1009.1815,5731.43,1.0,1.02,0.96382902
2781,Kepler-169 b,1.13221,1.5065047,1.153511,1081.2864,4997.0,0.76,0.84,0.31915379
2782,Kepler-169 c,1.21068,1.9260377,1.261298,868.5101,4997.0,0.76,0.84,0.31915379
2783,Kepler-169 d,1.25552,2.0976648,1.2925764,789.65991,4997.0,0.76,0.84,0.31915379
2784,Kepler-169 e,2.19716,5.4666417,1.577355,667.38443,4997.0,0.76,0.84,0.31915379
2787,Kepler-1691 b,1.83844,4.0364156,1.4817441,1430.2703,6000.0,1.13,1.11,1.4962357
2788,Kepler-1692 b,1.10979,1.4206912,1.1314346,939.40845,5146.0,0.87,0.87,0.47424199
2789,Kepler-1693 b,1.28915,2.2089046,1.3089913,798.16953,5432.34,0.88,0.95,0.60534087
2790,Kepler-1693 c,0.97527,0.89309669,0.95694462,1046.6032,5553.0,1.1,0.94,0.60534087
2791,Kepler-1694 b,1.17705,1.7575889,1.2219718,1013.5555,4954.0,0.76,0.82,0.31045596
2792,Kepler-1695 b,1.121,1.4556523,1.1395307,1178.2647,5473.19,0.99,0.96,0.78704579
2794,Kepler-1697 b,1.25552,2.1230911,1.3003866,457.70838,4681.53,0.77,0.75,0.25822602
2795,Kepler-1698 b,1.07616,1.2522423,1.0787126,1498.7276,4975.03,0.74,0.82,0.30338912
2796,Kepler-1699 b,1.5694,3.0765751,1.4001254,1157.7974,5575.53,0.73,0.81,0.45814189
2801,Kepler-1701 b,2.21958,5.5619901,1.5829956,313.91836,5146.0,0.84,0.87,0.44565625
2802,Kepler-1702 b,1.60303,3.2100628,1.4150961,605.6415,5093.0,0.73,0.85,0.31915379
2804,Kepler-1705 b,2.02901,4.4686617,1.4840435,1247.0852,6312.0,1.26,1.14,2.2594358
2805,Kepler-1705 c,2.05143,5.4189674,1.6252865,1100.1218,6312.0,1.26,1.14,2.2594358
2808,Kepler-171 b,2.34289,6.0705149,1.6096699,1229.5203,5642.0,0.84,0.91,0.83368118
2810,Kepler-171 d,1.89449,4.2271124,1.4937425,582.19475,5642.0,0.84,0.91,0.83368118
2812,Kepler-1711 b,1.92812,4.3542436,1.502759,756.56903,5706.0,1.03,0.94,1.023293
2813,Kepler-1712 b,2.28684,5.8480353,1.5991423,485.70978,3732.0,0.51,0.52,0.06622165
2814,Kepler-1713 b,1.71513,3.5914564,1.4470608,993.02418,6477.0,1.46,1.3,3.0619634
2817,Kepler-1716 b,2.42136,6.4519085,1.6323543,458.95802,4894.0,0.68,0.75,0.23768403
2821,Kepler-172 b,2.3541,6.1340805,1.6142183,1412.3448,5526.0,1.08,1.0,0.92896639
2823,Kepler-172 d,2.25321,5.6891213,1.5889922,822.29891,5526.0,1.08,1.0,0.92896639
2835,Kepler-173 b,1.28915,2.2120829,1.3099327,1370.4087,6031.0,0.95,0.79,1.1857687
2836,Kepler-173 c,2.43257,6.4836913,1.6325951,1103.7097,6031.0,0.95,0.79,1.1857687
2842,Kepler-1735 b,1.19947,1.8370459,1.2375573,580.99838,3975.0,0.51,0.54,0.064120958
2846,Kepler-1739 b,2.43257,6.4836913,1.6325951,1005.4358,5757.0,0.76,0.86,0.72443596
2847,Kepler-174 b,1.96175,4.5131576,1.5167654,655.3461,4880.0,0.62,0.6,0.26915348
2848,Kepler-174 c,1.49093,2.8254909,1.3766335,447.98537,4880.0,0.62,0.6,0.26915348
2849,Kepler-174 d,2.18595,5.4348589,1.5767906,251.86997,4880.0,0.62,0.6,0.26915348
2851,Kepler-1741 b,1.27794,2.1644087,1.3014108,818.1348,3683.0,0.42,0.45,0.057279603
2852,Kepler-1742 b,2.17474,5.3712932,1.5715773,508.82976,5776.0,0.85,0.94,0.65463617
2853,Kepler-1743 b,1.60303,3.17828,1.4080733,1416.7226,5855.0,1.61,1.27,3.9719155
2855,Kepler-1745 b,1.92812,4.3860264,1.5082335,1430.1798,5611.0,1.4,0.99,1.0162487
2859,Kepler-1749 b,1.61424,3.2418456,1.4171379,538.56952,3957.0,0.55,0.55,0.11220185
2863,Kepler-1751 b,1.82723,3.97285,1.4745329,1100.8565,6052.0,0.97,0.97,1.0864256
2865,Kepler-1753 b,2.23079,5.5937729,1.5835182,607.03512,5180.0,0.77,0.86,0.27542287
2866,Kepler-1754 b,2.44378,6.5154741,1.6328337,754.93315,4723.0,0.75,0.73,0.24434306
2868,Kepler-1756 b,1.46851,2.7682819,1.3729879,1236.8738,4915.0,0.81,0.78,0.34753616
2871,Kepler-1759 b,0.90801,0.67697365,0.8634567,1004.5975,5017.0,0.8,0.76,0.27352687
2872,Kepler-176 b,1.43488,2.6347941,1.3550819,946.79667,5232.0,0.89,0.79,0.3944573
2875,Kepler-176 e,1.44609,2.6983597,1.3660049,456.5859,5295.0,0.83,0.87,0.3944573
2876,Kepler-1760 b,2.28684,5.8480353,1.5991423,542.65257,5229.0,0.9,0.82,0.54954087
2877,Kepler-1761 b,1.39004,2.5140195,1.3448402,721.93101,3871.0,0.53,0.57,0.067608298
2879,Kepler-1763 b,1.14342,1.5859617,1.1777238,2101.3779,5897.0,1.26,1.03,1.8793168
2881,Kepler-1765 b,2.49983,6.7697365,1.6456241,878.58959,5692.0,1.06,0.95,0.73113908
2882,Kepler-1766 b,2.27563,5.8162525,1.5987141,489.33004,5868.0,1.04,0.92,1.4962357
2884,Kepler-1768 b,2.23079,5.6255557,1.5880105,946.45558,6050.0,1.57,1.24,1.936422
2895,Kepler-1777 b,2.1299,5.1805964,1.5595894,879.20751,5771.0,1.07,0.98,0.92682982
2902,Kepler-1781 b,2.37652,6.2612117,1.6231492,975.58423,5568.0,0.96,1.05,0.43551187
2903,Kepler-1782 b,2.23079,5.5937729,1.5835182,865.98272,4931.0,0.73,0.79,0.27797133
2904,Kepler-1783 b,1.32278,2.2978965,1.3180182,799.78887,5129.0,1.78,0.89,0.35399734
2908,Kepler-1787 b,2.32047,5.9751665,1.6046748,570.7656,6060.0,0.93,1.01,0.79799469
2909,Kepler-1788 b,2.37652,6.2612117,1.6231492,1092.883,4786.0,0.7,0.69,0.24490632
2911,Kepler-179 b,1.63666,3.337194,1.427945,1292.1695,5302.0,0.76,0.84,0.52722986
2912,Kepler-179 c,1.99538,4.6720716,1.5301779,969.12709,5302.0,0.76,0.84,0.52722986
2917,Kepler-1794 b,1.7936,3.8775016,1.4703245,706.39748,5052.0,0.82,0.77,0.24490632
2918,Kepler-1795 b,1.65908,3.4007596,1.4317075,587.87753,4500.0,0.69,0.77,0.17498467
2921,Kepler-1798 b,2.30926,5.9433837,1.6042811,504.20493,3967.0,0.59,0.59,0.11040786
2923,Kepler-18 b,1.99538,6.9922161,1.8719516,1336.8016,5345.0,1.11,0.97,0.93110788
2926,Kepler-180 b,1.50214,2.8572737,1.3791793,807.71374,5731.0,1.06,0.95,0.73790423
2928,Kepler-1800 b,0.99769,0.95984057,0.98084807,1061.2309,5343.0,2.51,1.33,0.64863443
2930,Kepler-1802 b,1.67029,3.4325424,1.4335473,656.58616,4245.0,0.64,0.65,0.11885022
2931,Kepler-1802 c,2.32047,6.0069493,1.6089369,404.06386,4245.0,0.64,0.65,0.11885022
2932,Kepler-1804 b,1.59182,3.1751017,1.4123159,671.90867,5109.0,1.67,0.93,0.30760968
2933,Kepler-1805 b,1.54698,3.0034746,1.3933802,552.69067,3867.0,0.55,0.58,0.066527316
2934,Kepler-1806 b,2.3541,6.1340805,1.6142183,785.55292,5311.0,0.79,0.88,0.3672823
2937,Kepler-1809 b,1.51335,2.8985914,1.3839609,1051.904,4901.0,0.72,0.81,0.33806484
2938,Kepler-181 b,1.26673,2.1548739,1.3042742,1156.6201,5333.0,0.75,0.85,0.41783037
2939,Kepler-181 c,1.99538,4.608506,1.5197329,1045.0154,5333.0,0.75,0.85,0.41783037
2942,Kepler-1812 b,2.32047,6.0069493,1.6089369,1222.1936,6174.0,1.1,1.16,1.9054607
2943,Kepler-1813 b,1.41246,2.5807634,1.3517177,1197.8985,5167.0,0.79,0.81,0.39810717
2944,Kepler-1814 b,2.36531,6.1976461,1.6187111,1116.3073,4922.0,0.82,0.79,0.31188896
2946,Kepler-1816 b,1.97296,4.5449404,1.5177665,350.90803,5051.0,0.71,0.79,0.29444216
2947,Kepler-1817 b,2.27563,5.7844697,1.59434,477.11347,5316.0,0.92,0.88,0.41686938
2948,Kepler-1818 b,1.71513,3.5914564,1.4470608,1425.7369,6047.0,1.13,1.02,1.8238957
2955,Kepler-1823 b,2.08506,4.9898996,1.5469869,868.27849,6000.0,1.13,1.07,1.936422
2956,Kepler-1824 b,2.37652,6.2612117,1.6231492,486.02588,6002.0,1.08,1.14,1.4825181
2957,Kepler-1825 b,1.42367,2.6093679,1.3538264,1548.9946,5123.0,0.85,0.83,0.29376497
2958,Kepler-1826 b,1.47972,2.7778167,1.3701308,1033.4297,3821.0,0.49,0.49,0.075509223
2959,Kepler-1827 b,1.86086,4.0999812,1.4843424,1502.1559,5423.0,1.4,0.92,1.5381546
2960,Kepler-1828 b,2.11869,5.1170308,1.5540869,887.94228,5806.0,0.9,1.0,0.7744618
2961,Kepler-1829 b,2.47741,6.7061709,1.6452745,969.98455,5230.0,0.78,0.87,0.40364539
2962,Kepler-183 b,2.06264,4.8945512,1.5404398,1154.4649,5888.0,0.96,0.94,1.0616956
2963,Kepler-183 c,2.27563,35.596736,3.9550708,910.02245,5888.0,0.96,0.94,1.0616956
2965,Kepler-1831 b,1.97296,4.5449404,1.5177665,1095.4689,6063.0,1.01,1.12,0.90157114
2966,Kepler-1832 b,1.22189,2.0245644,1.287211,1232.026,5242.0,0.72,0.68,0.46025657
2967,Kepler-1833 b,1.30036,2.2406874,1.3126799,1332.5807,6164.0,1.45,1.29,2.7352687
2968,Kepler-1834 b,1.4573,2.7269643,1.3679343,926.78689,4821.0,0.79,0.77,0.26485001
2971,Kepler-1837 b,2.06264,4.926334,1.5454331,1085.2106,5966.0,0.96,1.05,0.85506671
2972,Kepler-1838 b,1.65908,3.4007596,1.4317075,1183.9012,5877.0,1.96,1.19,3.4434993
2973,Kepler-1839 b,1.95054,4.449592,1.5103676,1330.8725,5926.0,0.94,1.03,1.5559656
2974,Kepler-184 b,2.36531,6.1658633,1.6145552,833.34878,5788.0,0.87,0.97,0.59566214
2975,Kepler-184 c,1.97296,8.8991841,2.1238114,673.14894,5788.0,0.87,0.97,0.59566214
2976,Kepler-184 d,2.48862,6.7697365,1.6493263,597.43987,5788.0,0.87,0.97,0.59566214
2978,Kepler-1841 b,1.49093,2.8223127,1.375859,611.78377,5190.0,0.9,0.82,0.52722986
2979,Kepler-1842 b,2.3541,6.1340805,1.6142183,832.22685,5970.0,1.13,1.06,0.9418896
2982,Kepler-1845 b,2.44378,6.5154741,1.6328337,693.42434,4703.0,0.7,0.69,0.26424088
2983,Kepler-1846 b,1.75997,3.7503704,1.4597701,642.62376,4825.0,0.73,0.79,0.29512092
2985,Kepler-1848 b,1.41246,2.5680503,1.3483843,902.54013,4847.0,0.74,0.76,0.3069022
2986,Kepler-1849 b,2.38773,6.2929945,1.6234393,385.68677,4806.0,0.73,0.71,0.21777098
2987,Kepler-185 b,1.16584,1.7067364,1.2099398,1335.0085,5208.0,0.81,0.81,0.31332857
2988,Kepler-185 c,2.0178,4.7356372,1.5319696,577.38211,5208.0,0.81,0.81,0.31332857
2989,Kepler-1850 b,0.72865,0.31147144,0.6538071,1257.5843,4239.0,0.6,0.61,0.15488166
2991,Kepler-1852 b,1.88328,4.2271124,1.4981816,812.81785,5237.0,0.83,0.93,0.36982818
2992,Kepler-1853 b,1.51335,2.9176611,1.3885059,425.42006,4821.0,0.79,0.77,0.27415742
2994,Kepler-1855 b,1.22189,1.9609988,1.2668424,1273.1272,3460.0,0.36,0.39,0.050699071
2995,Kepler-1856 b,1.73755,3.655022,1.4503618,1621.8157,4948.0,0.82,0.78,0.46665938
2996,Kepler-1857 b,1.96175,4.5131576,1.5167654,1139.6827,6074.0,1.01,0.87,1.6032454
2997,Kepler-1858 b,2.42136,6.4519085,1.6323543,370.75131,4939.0,0.82,0.79,0.35237087
2998,Kepler-1859 b,1.58061,3.1306058,1.4073491,1583.8812,5887.0,1.24,1.09,1.4256076
2999,Kepler-186 b,1.06495,1.2395292,1.0788567,699.9607,3788.0,0.47,0.48,0.041209752
3000,Kepler-186 c,1.25552,2.0976648,1.2925764,610.42519,3788.0,0.47,0.48,0.041209752
3001,Kepler-186 d,1.40125,2.542624,1.3470486,463.86884,3788.0,0.47,0.48,0.041209752
3002,Kepler-186 e,1.26673,2.1548739,1.3042742,390.86283,3788.0,0.47,0.48,0.041209752
3003,Kepler-186 f,1.16584,1.7067364,1.2099398,211.92657,3755.0,0.52,0.54,0.054954087
3004,Kepler-1860 b,1.14342,1.5478224,1.1634766,811.34927,5420.0,0.87,0.87,0.6591739
3005,Kepler-1861 b,2.20837,5.4984245,1.5779136,696.85509,5855.0,1.37,1.16,1.9952623
3006,Kepler-1862 b,2.20837,5.4984245,1.5779136,734.1945,5644.0,0.81,0.9,0.6095369
3007,Kepler-1863 b,2.26442,5.7526869,1.5938846,720.73443,5871.0,0.98,1.1,2.5703958
3008,Kepler-1864 b,0.75107,0.35278908,0.6853578,1325.1371,5854.0,0.98,1.03,1.0715193
3009,Kepler-1865 b,1.58061,3.1115361,1.4030562,1283.6348,5420.0,0.87,0.85,0.46881338
3010,Kepler-1866 b,2.08506,4.9898996,1.5469869,980.6722,5791.0,1.08,1.03,1.3931568
3011,Kepler-1867 b,1.15463,1.6527056,1.1963998,1105.255,5693.0,0.82,0.91,1.65577
3013,Kepler-1869 b,1.121,1.4556523,1.1395307,993.99106,5808.0,0.9,0.99,0.89125094
3014,Kepler-187 b,1.41246,2.5712285,1.3492184,1573.239,6105.0,1.29,1.11,3.1117163
3016,Kepler-1870 b,2.09627,5.0534652,1.5526409,1186.9205,5508.0,0.84,0.96,0.59429216
3017,Kepler-1871 b,2.42136,6.4519085,1.6323543,1642.273,5741.0,0.95,1.02,1.0069317
3018,Kepler-1872 b,2.38773,6.2612117,1.6193346,997.11269,5223.0,0.89,0.91,0.31188896
3019,Kepler-1873 b,1.62545,3.2736284,1.4191486,2008.4718,5151.0,0.79,0.9,0.38904514
3020,Kepler-1874 b,2.20837,5.5302073,1.5824674,402.24929,4701.0,0.78,0.76,0.26485001
3022,Kepler-1876 b,0.97527,0.90580981,0.96373155,1358.5545,6057.0,1.47,1.08,2.6853444
3023,Kepler-1877 b,0.62776,0.17798368,0.53246771,1469.1535,5615.0,0.94,1.02,0.83752928
3025,Kepler-1879 b,2.06264,4.926334,1.5454331,1162.5838,5865.0,1.39,1.02,2.421029
3026,Kepler-188 b,1.6815,3.4643252,1.4353602,1640.1959,6021.0,1.14,0.98,1.081434
3028,Kepler-1880 b,2.11869,5.1170308,1.5540869,798.49801,4380.0,0.53,0.52,0.17298164
3030,Kepler-1882 b,1.49093,2.8159561,1.3743088,972.03759,5691.0,1.46,1.07,1.7258379
3032,Kepler-1884 b,1.81602,3.9410672,1.4731488,1160.8935,5984.0,0.91,0.99,1.8923436
3033,Kepler-1885 b,1.51335,2.8922348,1.3824425,1370.312,5591.0,0.86,0.98,0.66680677
3036,Kepler-1888 b,1.32278,2.3169661,1.3234759,1154.0956,5557.0,1.25,0.9,2.3659197
3038,Kepler-189 b,1.21068,1.9260377,1.261298,749.42708,5235.0,0.75,0.79,0.35645113
3039,Kepler-189 c,2.37652,22.565788,3.0814457,600.63472,5235.0,0.75,0.79,0.35645113
3040,Kepler-1890 b,0.86317,0.58798181,0.82534167,1414.0557,6046.0,1.4,1.02,1.8492686
3041,Kepler-1891 b,1.52456,2.9271959,1.3856503,1158.2176,5516.0,0.83,0.87,0.58748935
3042,Kepler-1892 b,1.83844,4.0364156,1.4817441,961.65405,5383.0,0.76,0.85,0.50003453
3043,Kepler-1893 b,1.70392,3.5596736,1.4453748,1405.256,5633.0,1.16,0.97,1.4454398
3044,Kepler-1894 b,1.19947,1.8751852,1.2503379,1255.2793,5772.0,0.9,1.0,0.5370318
3045,Kepler-1895 b,2.11869,5.1488136,1.5589058,1016.3263,5076.0,0.76,0.86,0.58884366
3048,Kepler-1898 b,0.93043,0.75960893,0.90355205,1099.9817,5702.0,1.12,0.84,0.58210322
3049,Kepler-1899 b,1.54698,3.0257226,1.3985313,914.1398,4791.0,0.74,0.76,0.2128139
3050,Kepler-19 b,2.20837,8.4001941,1.9503329,906.74488,5544.0,0.86,0.94,0.6902398
3053,Kepler-190 b,1.55819,3.0543271,1.400063,1288.7245,5106.0,0.8,0.86,0.362243
3054,Kepler-190 c,1.4573,2.7301425,1.3687312,1052.2392,5106.0,0.8,0.86,0.362243
3055,Kepler-1900 b,1.62545,3.2736284,1.4191486,1593.478,6173.0,1.04,1.1,1.6595869
3056,Kepler-1901 b,1.47972,2.7746385,1.3693467,1349.4961,5696.0,0.92,1.02,0.99311605
3057,Kepler-1902 b,1.17705,1.7353409,1.2142132,770.88635,3729.0,0.51,0.52,0.076383578
3058,Kepler-1903 b,2.28684,5.8480353,1.5991423,936.52486,6347.0,1.0,1.05,1.9588447
3059,Kepler-1904 b,1.39004,2.5140195,1.3448402,652.72083,3805.0,0.5,0.53,0.050350061
3060,Kepler-1905 b,1.44609,2.6856466,1.3627832,1335.4648,5788.0,1.02,1.04,0.94406088
3062,Kepler-1907 b,0.87438,0.58798181,0.82003395,844.68833,5159.0,0.8,0.75,0.23713737
3063,Kepler-1907 c,1.15463,1.6304577,1.1883198,612.08901,5159.0,0.8,0.75,0.23713737
3064,Kepler-1909 b,1.08737,1.3316993,1.1066605,1180.6196,4935.0,0.69,0.66,0.26546056
3065,Kepler-191 b,1.3452,2.3582838,1.3240507,768.61896,5282.0,0.79,0.81,0.38547836
3066,Kepler-191 c,1.86086,4.131764,1.4900845,633.67378,5282.0,0.79,0.81,0.38547836
3067,Kepler-191 d,2.27563,5.8162525,1.5987141,926.31204,5215.0,0.8,0.84,0.38547836
3068,Kepler-1910 b,1.18826,1.7798368,1.2238674,728.85028,4234.0,0.64,0.64,0.11830416
3069,Kepler-1911 b,1.0089,1.010693,1.0008882,1090.7925,5721.0,0.97,0.95,0.83560302
3070,Kepler-1912 b,1.35641,2.4091363,1.3327086,1100.5365,5734.0,0.96,0.98,0.89330548
3071,Kepler-1913 b,1.51335,2.9176611,1.3885059,801.69204,6214.0,1.08,1.17,0.88104887
3075,Kepler-1917 b,1.89449,4.2271124,1.4937425,756.05277,5530.0,0.79,0.88,0.50582466
3076,Kepler-1918 b,2.29805,5.8798181,1.5995662,479.65176,5889.0,0.92,0.97,0.49203954
3080,Kepler-192 d,1.02011,1.0424758,1.010903,1054.5872,5487.0,0.94,0.94,0.80537844
3083,Kepler-1922 b,2.28684,5.8480353,1.5991423,956.89188,5931.0,0.86,0.95,1.4190575
3084,Kepler-1923 b,1.96175,4.5131576,1.5167654,625.32137,5881.0,1.29,1.11,1.8071741
3087,Kepler-1926 b,2.32047,5.9751665,1.6046748,422.96623,5256.0,0.83,0.77,0.22542392
3089,Kepler-1928 b,1.99538,4.6402888,1.5249644,612.04283,5720.0,0.92,1.01,0.8090959
3091,Kepler-193 b,2.38773,6.2929945,1.6234393,936.09039,6335.0,1.15,1.14,1.2589254
3093,Kepler-1930 b,1.52456,2.9526221,1.3916553,671.98377,5083.0,0.84,0.84,0.31260794
3095,Kepler-1932 b,1.51335,2.9049479,1.3854775,2118.4497,5278.0,0.82,0.91,0.44463127
3096,Kepler-1933 b,1.17705,1.7575889,1.2219718,1136.2903,5661.0,1.01,0.96,0.76559661
3097,Kepler-1934 b,0.90801,0.70239989,0.87952239,1956.0848,5925.0,1.04,0.97,1.2823306
3098,Kepler-1935 b,2.49983,6.8015193,1.6494826,1469.536,5570.0,0.9,0.85,1.4588143
3101,Kepler-1938 b,1.82723,4.0046328,1.4804193,646.20349,4522.0,0.66,0.65,0.22387211
3102,Kepler-1939 b,1.16584,1.6781319,1.1997578,988.77502,4353.0,0.6,0.65,0.15559656
3103,Kepler-194 b,1.51335,2.8890565,1.3816827,1648.7155,6089.0,1.02,1.09,1.1040786
3105,Kepler-194 d,2.39894,6.3565601,1.6278013,562.41173,6089.0,1.02,1.09,1.1040786
3106,Kepler-1940 b,1.54698,3.0130095,1.3955902,1010.7438,5431.0,0.72,0.8,0.41975898
3108,Kepler-1942 b,2.11869,5.1170308,1.5540869,1213.098,5834.0,0.8,0.85,0.84139514
3109,Kepler-1943 b,1.54698,3.0161877,1.396326,1555.6169,6032.0,0.97,1.06,2.7861212
3111,Kepler-1945 b,1.28915,2.2089046,1.3089913,913.55259,4991.0,0.8,0.77,0.362243
3112,Kepler-1946 b,2.48862,6.7379537,1.6454501,1234.4475,5505.0,0.87,0.89,0.52601727
3113,Kepler-1947 b,1.0089,1.0075148,0.99931326,1150.2333,6040.0,1.69,0.98,1.2912193
3114,Kepler-1948 b,1.03132,1.0901501,1.0281262,547.95548,3872.0,0.56,0.59,0.1374042
3115,Kepler-1949 b,2.21958,5.5619901,1.5829956,2311.7954,6028.0,1.45,1.19,5.1641637
3116,Kepler-195 b,2.02901,4.76742,1.5328498,839.41236,5329.0,0.78,0.84,0.42953643
3117,Kepler-195 c,1.54698,3.0225443,1.3977966,524.79248,5329.0,0.78,0.84,0.42953643
3118,Kepler-1950 b,1.52456,2.9462656,1.3901565,857.4556,5455.0,0.85,0.76,0.5984116
3119,Kepler-1951 b,2.32047,6.0069493,1.6089369,1013.4324,5468.0,1.31,0.92,3.1695675
3120,Kepler-1952 b,1.24431,2.065882,1.288512,819.31723,5973.0,1.31,0.92,1.9543395
3121,Kepler-1953 b,1.28915,2.1993698,1.3061631,812.59917,4858.0,0.71,0.79,0.23442288
3122,Kepler-1954 b,1.80481,3.9092844,1.4717461,1181.0838,5840.0,0.85,0.94,1.1091748
3123,Kepler-1955 b,1.16584,1.6876667,1.2031613,960.23557,5825.0,1.29,1.05,1.6982437
3124,Kepler-1956 b,1.08737,1.3221645,1.1026916,664.45645,4391.0,0.68,0.67,0.090157114
3125,Kepler-1957 b,0.94164,0.78821345,0.91491231,1177.2945,4904.0,0.77,0.74,0.25061093
3126,Kepler-1958 b,2.05143,4.8627684,1.5396196,982.8423,5749.0,0.86,0.96,0.99770006
3127,Kepler-1959 b,1.14342,1.5700703,1.1718085,881.71481,5071.0,0.81,0.77,0.33573761
3128,Kepler-196 b,1.9057,4.2588952,1.4949312,617.70509,5128.0,0.78,0.85,0.40457589
3129,Kepler-196 c,2.242,5.6573385,1.5885039,468.39807,5128.0,0.78,0.85,0.40457589
3131,Kepler-1960 b,1.31157,2.2629354,1.313531,1787.389,6371.0,1.07,1.12,1.8663797
3132,Kepler-1961 b,1.61424,3.2418456,1.4171379,1012.2366,5401.0,0.78,0.87,0.52966344
3133,Kepler-1962 b,1.21068,1.9514639,1.2695961,958.49497,5700.0,1.01,1.0,0.75509223
3134,Kepler-1963 b,0.73986,0.33689768,0.6747987,1435.8616,5726.0,0.98,0.92,0.5508077
